,precision,recall,thresholds,
158,0.13247212,0.99973863,0.00495,0.233944954
159,0.132481297,0.99973863,0.004958333,0.233959264
160,0.132540975,0.99973863,0.004958333,0.234052318
161,0.132577727,0.99973863,0.004958333,0.234109618
162,0.132582322,0.99973863,0.004966667,0.234116783
163,0.132586918,0.99973863,0.004966667,0.234123948
164,0.132591514,0.99973863,0.004975,0.234131113
165,0.132605304,0.99973863,0.004975,0.234152612
166,0.132609902,0.99973863,0.004975,0.23415978
167,0.132614499,0.99973863,0.004979167,0.234166947
168,0.132619097,0.99973863,0.004982143,0.234174115
169,0.132623695,0.99973863,0.004983333,0.234181284
170,0.132655892,0.99973863,0.004983333,0.234231476
171,0.132665094,0.99973863,0.004991667,0.23424582
172,0.1326789,0.99973863,0.004991667,0.23426734
173,0.132683502,0.99973863,0.004995238,0.234274515
174,0.132743363,0.99973863,0.005,0.23436782
175,0.132757185,0.99973863,0.005,0.234389362
176,0.132761792,0.99973863,0.005002381,0.234396544
177,0.132766401,0.99973863,0.005004167,0.234403726
178,0.132771009,0.99973863,0.005005952,0.234410909
179,0.132775618,0.99973863,0.005008333,0.234418092
180,0.132780227,0.99973863,0.005016667,0.234425275
181,0.132794056,0.99973863,0.005016667,0.234446828
182,0.132798667,0.99973863,0.00502381,0.234454013
183,0.132803278,0.99973863,0.005025,0.234461199
184,0.132807889,0.99973863,0.005030952,0.234468385
185,0.1328125,0.99973863,0.005032143,0.234475572
186,0.132821724,0.99973863,0.005033333,0.234489946
187,0.132830949,0.99973863,0.005033333,0.234504322
188,0.132835562,0.99973863,0.005041667,0.234511511
189,0.132867862,0.99973863,0.005041667,0.234561845
190,0.13289556,0.99973863,0.005041667,0.234605005
191,0.132900177,0.99973863,0.005044048,0.2346122
192,0.13291865,0.99973863,0.00505,0.234640984
193,0.132923269,0.99973863,0.00505,0.234648181
194,0.132927889,0.99973863,0.005054762,0.234655379
195,0.132932509,0.99973863,0.005058333,0.234662577
196,0.132941749,0.99973863,0.005058333,0.234676974
197,0.13294637,0.99973863,0.0050625,0.234684173
198,0.132955612,0.99973863,0.005066667,0.234698573
199,0.132964856,0.99973863,0.005075,0.234712975
200,0.133052734,0.99973863,0.005083333,0.23484988
201,0.13307125,0.99973863,0.005083333,0.234878723
202,0.133075879,0.99973863,0.005091667,0.234885934
203,0.133080509,0.99973863,0.005091667,0.234893147
204,0.13308514,0.99973863,0.0051,0.234900359
205,0.133094401,0.99973863,0.0051,0.234914786
206,0.133099033,0.99973863,0.0051,0.234922
207,0.133103664,0.99973863,0.005104167,0.234929214
208,0.133108296,0.99973863,0.005104762,0.234936429
209,0.133112928,0.99973863,0.005107143,0.234943644
210,0.133117561,0.99973863,0.005108333,0.23495086
211,0.133122194,0.99973863,0.005108333,0.234958076
212,0.133126827,0.99973863,0.0051125,0.234965293
213,0.133131461,0.99973863,0.005116667,0.23497251
214,0.133145363,0.99973863,0.005116667,0.234994164
215,0.133210281,0.99973863,0.005125,0.235095267
216,0.13321492,0.99973863,0.005125,0.235102492
217,0.13321956,0.99973863,0.005128571,0.235109718
218,0.13322884,0.99973863,0.005133333,0.23512417
219,0.133233481,0.99973863,0.005136905,0.235131397
220,0.133238122,0.99973863,0.005141667,0.235138624
221,0.133256689,0.99973863,0.005141667,0.235167538
222,0.133261332,0.99973863,0.00514881,0.235174767
223,0.133275261,0.99973863,0.00515,0.235196458
224,0.133279905,0.99973863,0.00515,0.235203689
225,0.133284549,0.99973863,0.005154762,0.235210921
226,0.133293839,0.99973863,0.005158333,0.235225386
227,0.133358901,0.99973863,0.005166667,0.235326689
228,0.133396108,0.99973863,0.005166667,0.235384615
229,0.13340076,0.99973863,0.005166667,0.235391858
230,0.133414719,0.99973863,0.005175,0.235413589
231,0.133424027,0.99973863,0.005175,0.235428079
232,0.133428681,0.99973863,0.005178571,0.235435325
233,0.133433336,0.99973863,0.005183333,0.23544257
234,0.133451957,0.99973863,0.005183333,0.235471559
235,0.133456614,0.99973863,0.0051875,0.235478807
236,0.133465927,0.99973863,0.005191667,0.235493305
237,0.133484558,0.99973863,0.005191667,0.235522305
238,0.133489216,0.99973863,0.005191667,0.235529557
239,0.133507853,0.99973863,0.0052,0.235558566
240,0.133512514,0.99973863,0.005204167,0.23556582
241,0.133573125,0.99973863,0.005208333,0.235660156
242,0.133591785,0.99973863,0.005208333,0.235689198
243,0.133596451,0.99973863,0.005214286,0.23569646
244,0.133605784,0.99973863,0.005216667,0.235710984
245,0.133624454,0.99973863,0.005216667,0.235740039
246,0.133629122,0.99973863,0.005222619,0.235747304
247,0.13363846,0.99973863,0.005225,0.235761834
248,0.133643129,0.99973863,0.005229167,0.2357691
249,0.133652469,0.99973863,0.005233333,0.235783634
250,0.13366648,0.99973863,0.005233333,0.235805437
251,0.133675823,0.99973863,0.005241667,0.235819975
252,0.133680495,0.99973863,0.005244048,0.235827245
253,0.133685167,0.99973863,0.005246429,0.235834515
254,0.133699186,0.99973863,0.00525,0.235856328
255,0.133788038,0.99973863,0.00525,0.235994571
256,0.133797398,0.99973863,0.00525,0.236009132
257,0.133802078,0.99973863,0.005257143,0.236016413
258,0.133830167,0.99973863,0.005258333,0.23606011
259,0.13383485,0.99973863,0.005258333,0.236067395
260,0.133839533,0.99973863,0.00526131,0.23607468
261,0.133848899,0.99973863,0.005261905,0.236089251
262,0.133862952,0.99973863,0.005266667,0.236111111
263,0.133867637,0.99973863,0.005266667,0.236118399
264,0.133872323,0.99973863,0.005270833,0.236125687
265,0.133877008,0.99973863,0.005275,0.236132975
266,0.133881694,0.99973863,0.005275,0.236140264
267,0.13388638,0.99973863,0.005277381,0.236147554
268,0.133891067,0.99973863,0.005277778,0.236154843
269,0.133895754,0.99973863,0.005278571,0.236162134
270,0.133905129,0.99973863,0.005283333,0.236176716
271,0.133909817,0.99973863,0.005283333,0.236184007
272,0.133914505,0.99973863,0.00528631,0.2361913
273,0.133919193,0.99973863,0.005291667,0.236198592
274,0.133956714,0.99973863,0.005291667,0.236256949
275,0.133975482,0.99973863,0.005291667,0.236286138
276,0.133980174,0.99973863,0.005292857,0.236293436
277,0.133984868,0.99973863,0.005295238,0.236300735
278,0.133998949,0.99973863,0.0053,0.236322634
279,0.134013033,0.99973863,0.0053,0.236344538
280,0.134017729,0.99973863,0.005308333,0.23635184
281,0.134022425,0.99973863,0.005315476,0.236359142
282,0.134027121,0.99973863,0.005316667,0.236366445
283,0.134036514,0.99973863,0.005321429,0.236381052
284,0.134045909,0.99973863,0.005325,0.236395661
285,0.134069401,0.99973863,0.005325,0.236432192
286,0.1340741,0.99973863,0.00532619,0.236439499
287,0.134158746,0.99973863,0.005333333,0.23657111
288,0.13417757,0.99973863,0.005333333,0.236600377
289,0.134182277,0.99973863,0.005341667,0.236607695
290,0.1341964,0.99973863,0.005341667,0.236629651
291,0.134201109,0.99973863,0.005345238,0.236636971
292,0.134205817,0.99973863,0.005345833,0.236644291
293,0.134210526,0.99973863,0.005347222,0.236651612
294,0.134219945,0.99973863,0.00535,0.236666254
295,0.134224655,0.99973863,0.00535119,0.236673576
296,0.134229366,0.99973863,0.005354167,0.236680898
297,0.134234076,0.99973863,0.005354167,0.236688221
298,0.134238787,0.99973863,0.005354762,0.236695545
299,0.134243498,0.99973863,0.005357143,0.236702868
300,0.13424821,0.99973863,0.005357143,0.236710192
301,0.134252922,0.99973863,0.005358333,0.236717517
302,0.134257634,0.99973863,0.0053625,0.236724842
303,0.134262347,0.99973863,0.005365476,0.236732168
304,0.13426706,0.99973863,0.005365476,0.236739494
305,0.134271773,0.99973863,0.005366667,0.23674682
306,0.134281201,0.99973863,0.005366667,0.236761474
307,0.134285915,0.99973863,0.005375,0.236768802
308,0.134342512,0.99973863,0.005375,0.236856771
309,0.134347231,0.99973863,0.005380952,0.236864105
310,0.134361388,0.99973863,0.005383333,0.236886109
311,0.134394434,0.99973863,0.005383333,0.236937467
312,0.134399157,0.99973863,0.005391667,0.236944806
313,0.134403879,0.99973863,0.005395238,0.236952145
314,0.134413325,0.99973863,0.0054,0.236966825
315,0.134422773,0.99973863,0.0054,0.236981506
316,0.134427497,0.99973863,0.005408333,0.236988848
317,0.134432222,0.99973863,0.005408333,0.236996189
318,0.134436946,0.99973863,0.005411111,0.237003532
319,0.134441672,0.99973863,0.005413095,0.237010875
320,0.134479485,0.99973863,0.005416667,0.237069633
321,0.134536246,0.99973863,0.005416667,0.237157826
322,0.134555176,0.99973863,0.005425,0.237187238
323,0.134564644,0.99973863,0.005425,0.237201947
324,0.134569378,0.99973863,0.005433333,0.237209302
325,0.134574113,0.99973863,0.0054375,0.237216658
326,0.134588318,0.99973863,0.005441667,0.237238727
327,0.134612001,0.99973863,0.00545,0.237275519
328,0.134616738,0.99973863,0.005454167,0.237282878
329,0.134664132,0.99973863,0.005458333,0.2373565
330,0.134678356,0.99973863,0.005458333,0.237378596
331,0.134683099,0.99973863,0.005459524,0.237385962
332,0.134687841,0.99973863,0.0054625,0.237393328
333,0.134697327,0.99973863,0.005466667,0.237408063
334,0.134716303,0.99973863,0.005466667,0.237437537
335,0.134721048,0.99973863,0.005475,0.237444907
336,0.134725793,0.99973863,0.005475,0.237452277
337,0.134730539,0.99973863,0.005475411,0.237459647
338,0.134754272,0.99973863,0.005483333,0.237496507
339,0.134768515,0.99973863,0.005491667,0.237518629
340,0.134773264,0.99973863,0.005491667,0.237526004
341,0.134778013,0.99973863,0.005491667,0.237533379
342,0.134787511,0.99973863,0.0055,0.237548131
343,0.134835025,0.99973863,0.0055,0.237621917
344,0.134839779,0.99973863,0.00550119,0.237629298
345,0.134844532,0.99973863,0.005504167,0.23763668
346,0.134849286,0.99973863,0.005505952,0.237644062
347,0.13486355,0.99973863,0.005508333,0.237666211
348,0.134868305,0.99973863,0.005516667,0.237673595
349,0.134873061,0.99973863,0.005525,0.237680979
350,0.134887329,0.99973863,0.005525,0.237703135
351,0.134892086,0.99973863,0.005533333,0.237710521
352,0.134896844,0.99973863,0.005533333,0.237717908
353,0.134901601,0.99973863,0.005535714,0.237725295
354,0.134906359,0.99973863,0.0055375,0.237732683
355,0.134911117,0.99973863,0.005538889,0.237740071
356,0.134958719,0.99973863,0.005541667,0.237813977
357,0.134992059,0.99973863,0.005541667,0.237865738
358,0.134996824,0.99973863,0.005547619,0.237873134
359,0.135001588,0.99973863,0.005547619,0.237880531
360,0.135006353,0.99973863,0.00555,0.237887928
361,0.135025417,0.99973863,0.00555,0.237917522
362,0.135030183,0.99973863,0.005553571,0.237924921
363,0.13503495,0.99973863,0.005558333,0.237932321
364,0.135039718,0.99973863,0.005558333,0.237939722
365,0.135044485,0.99973863,0.0055625,0.237947123
366,0.13505879,0.99973863,0.005566667,0.237969328
367,0.135077868,0.99973863,0.005566667,0.237998942
368,0.13508741,0.99973863,0.005575,0.238013752
369,0.135096952,0.99973863,0.005583333,0.238028563
370,0.135159011,0.99973863,0.005583333,0.238124883
371,0.135187672,0.99973863,0.005583333,0.238169365
372,0.13519245,0.99973863,0.005591667,0.23817678
373,0.135197229,0.99973863,0.005604167,0.238184196
374,0.135202008,0.99973863,0.005607143,0.238191612
375,0.135221126,0.99973863,0.005608333,0.238221281
376,0.135225907,0.99973863,0.005614286,0.2382287
377,0.135235469,0.99973863,0.005616667,0.238243538
378,0.135254597,0.99973863,0.005616667,0.23827322
379,0.13525938,0.99973863,0.005617857,0.238280642
380,0.135264163,0.99973863,0.005622222,0.238288064
381,0.135278515,0.99973863,0.005625,0.238310333
382,0.135312014,0.99973863,0.005625,0.238362311
383,0.135316801,0.99973863,0.005625,0.238369738
384,0.135321588,0.99973863,0.005629167,0.238377166
385,0.13534074,0.99973863,0.005633333,0.238406881
386,0.135355108,0.99973863,0.005633333,0.238429173
387,0.135359898,0.99973863,0.005639286,0.238436604
388,0.135364688,0.99973863,0.005641667,0.238444036
389,0.135369479,0.99973863,0.005647777,0.238451468
390,0.13537427,0.99973863,0.00564881,0.238458901
391,0.135379061,0.99973863,0.00565,0.238466334
392,0.135383853,0.99973863,0.005658333,0.238473768
393,0.135388645,0.99973863,0.005658333,0.238481202
394,0.135393437,0.99973863,0.005658333,0.238488637
395,0.13539823,0.99973863,0.005665476,0.238496072
396,0.135450972,0.99973863,0.005666667,0.238577889
397,0.135479758,0.99973863,0.005666667,0.23862254
398,0.135494155,0.99973863,0.005675,0.238644871
399,0.135498955,0.99973863,0.005682143,0.238652316
400,0.135508556,0.99973863,0.005683333,0.238667207
401,0.135522959,0.99973863,0.005683333,0.238689548
402,0.135527761,0.99973863,0.0056875,0.238696995
403,0.135542169,0.99973863,0.005691667,0.238719341
404,0.135546972,0.99973863,0.005694048,0.23872679
405,0.135551775,0.99973863,0.005695238,0.23873424
406,0.135561384,0.99973863,0.0057,0.238749142
407,0.135570993,0.99973863,0.0057,0.238764045
408,0.135580604,0.99973863,0.005708333,0.23877895
409,0.135614253,0.99973863,0.005708333,0.238831132
410,0.135619061,0.99973863,0.005710714,0.238838589
411,0.13562387,0.99973863,0.005713889,0.238846046
412,0.135628679,0.99973863,0.005716667,0.238853503
413,0.135633488,0.99973863,0.005725,0.238860961
414,0.135638298,0.99973863,0.005725,0.238868419
415,0.135652729,0.99973863,0.005733333,0.238890797
416,0.13565754,0.99973863,0.005738095,0.238898257
417,0.135671975,0.99973863,0.005741667,0.238920641
418,0.135676788,0.99973863,0.005741667,0.238928103
419,0.135681601,0.99973863,0.005742857,0.238935565
420,0.135696041,0.99973863,0.00575,0.238957956
421,0.135768289,0.99973863,0.00575,0.239069971
422,0.135773108,0.99973863,0.005755952,0.239077442
423,0.135782748,0.99973863,0.005758333,0.239092387
424,0.135787568,0.99973863,0.005764881,0.239099859
425,0.135792389,0.99973863,0.005765476,0.239107333
426,0.13579721,0.99973863,0.005766667,0.239114806
427,0.135802031,0.99973863,0.005766667,0.239122281
428,0.135806852,0.99973863,0.005767857,0.239129755
429,0.135811674,0.99973863,0.00577381,0.23913723
430,0.13582132,0.99973863,0.005775,0.239152182
431,0.135826143,0.99973863,0.005775,0.239159659
432,0.135830966,0.99973863,0.005780952,0.239167136
433,0.135855088,0.99973863,0.005783333,0.239204528
434,0.135859913,0.99973863,0.005783333,0.239212008
435,0.135893701,0.99973863,0.005791667,0.239264379
436,0.135922675,0.99973863,0.005791667,0.239309288
437,0.135927505,0.99973863,0.005792857,0.239316774
438,0.135932336,0.99973863,0.005794048,0.239324261
439,0.135937167,0.99973863,0.005797619,0.239331748
440,0.135956494,0.99973863,0.0058,0.239361702
441,0.135961327,0.99973863,0.005808333,0.239369192
442,0.135980661,0.99973863,0.005816667,0.239399155
443,0.135985495,0.99973863,0.005816667,0.239406647
444,0.13599033,0.99973863,0.005825,0.23941414
445,0.135995165,0.99973863,0.005825,0.239421632
446,0.136082254,0.99973863,0.005833333,0.239556585
447,0.136106466,0.99973863,0.005833333,0.239594099
448,0.136111309,0.99973863,0.005839286,0.239601604
449,0.136125841,0.99973863,0.005841667,0.239624119
450,0.136130685,0.99973863,0.005841667,0.239631625
451,0.13613553,0.99973863,0.005847619,0.239639132
452,0.136140376,0.99973863,0.00585,0.239646639
453,0.136150068,0.99973863,0.005853571,0.239661654
454,0.136169455,0.99973863,0.005858333,0.239691691
455,0.136174303,0.99973863,0.005858333,0.239699201
456,0.136179151,0.99973863,0.005866667,0.239706712
457,0.136188849,0.99973863,0.005866667,0.239721735
458,0.136193698,0.99973863,0.005867857,0.239729247
459,0.136198547,0.99973863,0.005868056,0.23973676
460,0.136203397,0.99973863,0.005869048,0.239744273
461,0.136208247,0.99973863,0.005872619,0.239751786
462,0.136227652,0.99973863,0.005875,0.239781846
463,0.13629561,0.99973863,0.005875,0.239887112
464,0.136300467,0.99973863,0.005878571,0.239894635
465,0.136305324,0.99973863,0.005879167,0.239902158
466,0.136319897,0.99973863,0.005883333,0.239924729
467,0.136324756,0.99973863,0.005886905,0.239932254
468,0.136329615,0.99973863,0.005891667,0.23993978
469,0.136334474,0.99973863,0.005891667,0.239947306
470,0.136339333,0.99973863,0.005891667,0.239954832
471,0.136344193,0.99973863,0.005895833,0.239962359
472,0.136358775,0.99973863,0.0059,0.239984942
473,0.136363636,0.99973863,0.005902381,0.239992471
474,0.136368498,0.99973863,0.005908333,0.24
475,0.136397675,0.99973863,0.005916667,0.240045185
476,0.136431731,0.99973863,0.005916667,0.240097922
477,0.136436597,0.99973863,0.005919048,0.240105458
478,0.136441464,0.99973863,0.005925,0.240112994
479,0.136446331,0.99973863,0.005928571,0.240120531
480,0.136460935,0.99973863,0.005933333,0.240143144
481,0.136465803,0.99973863,0.005940476,0.240150683
482,0.136475541,0.99973863,0.005940476,0.240165761
483,0.136504764,0.99973863,0.005941667,0.240211009
484,0.136514508,0.99973863,0.00595,0.240226095
485,0.136529126,0.99973863,0.00595,0.240248728
486,0.136534,0.99973863,0.00595,0.240256273
487,0.136538873,0.99973863,0.005954167,0.240263819
488,0.136563248,0.99973863,0.005958333,0.240301555
489,0.13658763,0.99973863,0.005958333,0.240339303
490,0.136592508,0.99973863,0.005963095,0.240346853
491,0.136597386,0.99973863,0.005964286,0.240354405
492,0.136602264,0.99973863,0.005965476,0.240361957
493,0.136607143,0.99973863,0.005966667,0.240369509
494,0.136612022,0.99973863,0.005970238,0.240377062
495,0.136621781,0.99973863,0.005975,0.240392169
496,0.136631541,0.99973863,0.005975,0.240407278
497,0.136636422,0.99973863,0.00597619,0.240414833
498,0.136641303,0.99973863,0.005977381,0.240422389
499,0.136660831,0.99973863,0.005983333,0.240452617
500,0.136665714,0.99973863,0.0059875,0.240460175
501,0.136670597,0.99973863,0.005988095,0.240467733
502,0.136680364,0.99973863,0.005991667,0.240482852
503,0.136695018,0.99973863,0.005991667,0.240505533
504,0.136714561,0.99973863,0.006,0.240535782
505,0.136797682,0.99973863,0.006,0.240664423
506,0.136807468,0.99973863,0.006008333,0.240679566
507,0.136812361,0.99973863,0.006016667,0.240687138
508,0.136817255,0.99973863,0.006016667,0.240694711
509,0.136822149,0.99973863,0.00602381,0.240702284
510,0.136831938,0.99973863,0.006025,0.240717432
511,0.136851521,0.99973863,0.006025,0.240747734
512,0.136856417,0.99973863,0.006028571,0.240755311
513,0.136861314,0.99973863,0.006033333,0.240762888
514,0.136876006,0.99973863,0.006033333,0.240785622
515,0.136880905,0.99973863,0.006035714,0.240793201
516,0.136885803,0.99973863,0.006035714,0.240800781
517,0.136890702,0.99973863,0.006038095,0.240808361
518,0.136915202,0.99973863,0.006041667,0.240846268
519,0.136944614,0.99973863,0.006041667,0.240891772
520,0.136949517,0.99973863,0.006041667,0.240899358
521,0.13695442,0.99973863,0.006045238,0.240906944
522,0.136959324,0.99973863,0.006045833,0.24091453
523,0.136964228,0.99973863,0.00605,0.240922118
524,0.136988754,0.99973863,0.00605,0.24096006
525,0.136993661,0.99973863,0.00605,0.24096765
526,0.136998567,0.99973863,0.006055556,0.240975241
527,0.137003474,0.99973863,0.0060625,0.240982832
528,0.137008382,0.99973863,0.0060625,0.240990423
529,0.137023106,0.99973863,0.006066667,0.241013201
530,0.137032924,0.99973863,0.006075,0.241028388
531,0.137037833,0.99973863,0.006078571,0.241035982
532,0.137042743,0.99973863,0.006080952,0.241043577
533,0.137047653,0.99973863,0.006083333,0.241051172
534,0.137091861,0.99973863,0.006083333,0.241119551
535,0.137101688,0.99973863,0.006083333,0.241134752
536,0.137106603,0.99973863,0.006091667,0.241142353
537,0.137116432,0.99973863,0.006091667,0.241157556
538,0.137121348,0.99973863,0.006094048,0.241165159
539,0.137126264,0.99973863,0.006095238,0.241172762
540,0.13713118,0.99973863,0.0061,0.241180365
