,precision,recall,thresholds,
4608,0.18138959,0.995556717,0.017733333,0.306868077
4609,0.181406868,0.995556717,0.017733333,0.306892801
4610,0.181415508,0.995556717,0.017734524,0.306905165
4611,0.181424149,0.995556717,0.017738095,0.30691753
4612,0.18143279,0.995556717,0.017741667,0.306929895
4613,0.181441433,0.995556717,0.017741667,0.306942262
4614,0.181450076,0.995556717,0.01775,0.30695463
4615,0.18145872,0.995556717,0.01775119,0.306966998
4616,0.181467365,0.995556717,0.017758333,0.306979368
4617,0.181476011,0.995556717,0.017759524,0.306991739
4618,0.181484658,0.995556717,0.017766071,0.307004111
4619,0.181493305,0.995556717,0.017766667,0.307016483
4620,0.181501954,0.995556717,0.017775,0.307028857
4621,0.181519253,0.995556717,0.017775,0.307053607
4622,0.181527904,0.995556717,0.017778571,0.307065984
4623,0.181536555,0.995556717,0.017782738,0.307078362
4624,0.181545208,0.995556717,0.017783333,0.307090741
4625,0.181562515,0.995556717,0.017791667,0.307115501
4626,0.181579826,0.995556717,0.017791667,0.307140265
4627,0.181588482,0.995556717,0.0178,0.307152649
4628,0.181597139,0.995556717,0.017804762,0.307165034
4629,0.181605798,0.995556717,0.017808333,0.307177419
4630,0.181614457,0.995556717,0.017809524,0.307189806
4631,0.181631777,0.995556717,0.017811905,0.307214582
4632,0.181640439,0.995556717,0.0178125,0.307226972
4633,0.181649101,0.995556717,0.017814286,0.307239363
4634,0.181666428,0.995556717,0.017816667,0.307264147
4635,0.181675093,0.995556717,0.017819643,0.307276541
4636,0.181683759,0.995556717,0.017820833,0.307288936
4637,0.181692425,0.995556717,0.017825,0.307301331
4638,0.181701092,0.995556717,0.017825,0.307313728
4639,0.181709761,0.995556717,0.017827778,0.307326126
4640,0.181718429,0.995556717,0.017832143,0.307338524
4641,0.181727099,0.995556717,0.017845238,0.307350924
4642,0.18173577,0.995556717,0.017847619,0.307363325
4643,0.181744441,0.995556717,0.01785,0.307375726
4644,0.181761787,0.995556717,0.01785,0.307400533
4645,0.181770461,0.995556717,0.01785,0.307412937
4646,0.181779135,0.995556717,0.017875,0.307425343
4647,0.181796487,0.995556717,0.017875,0.307450157
4648,0.181813842,0.995556717,0.017883333,0.307474976
4649,0.181831201,0.995556717,0.017891667,0.307499798
4650,0.181839882,0.995556717,0.017897619,0.307512211
4651,0.181848563,0.995556717,0.0179,0.307524625
4652,0.181865928,0.995556717,0.0179,0.307549455
4653,0.181874612,0.995556717,0.017908333,0.307561872
4654,0.181883297,0.995556717,0.017908333,0.307574289
4655,0.181891982,0.995556717,0.017914286,0.307586708
4656,0.181909356,0.995556717,0.017916667,0.307611549
4657,0.181918044,0.995556717,0.017916667,0.30762397
4658,0.181926733,0.995556717,0.017917262,0.307636393
4659,0.181935422,0.995556717,0.017920238,0.307648817
4660,0.181944113,0.995556717,0.017925,0.307661241
4661,0.181952804,0.995556717,0.017925,0.307673667
4662,0.181961496,0.995556717,0.017929167,0.307686094
4663,0.181978883,0.995556717,0.017940476,0.30771095
4664,0.181987578,0.995556717,0.017955952,0.30772338
4665,0.181996273,0.995556717,0.017958333,0.307735811
4666,0.182013667,0.995556717,0.017958333,0.307760675
4667,0.182022365,0.995556717,0.017966667,0.307773109
4668,0.182031063,0.995556717,0.017969048,0.307785544
4669,0.182039763,0.995556717,0.017975,0.30779798
4670,0.182048463,0.995556717,0.017982143,0.307810417
4671,0.182057165,0.995556717,0.017983333,0.307822854
4672,0.182065867,0.995556717,0.017991667,0.307835293
4673,0.18207457,0.995556717,0.017997619,0.307847733
4674,0.18210939,0.995556717,0.018,0.307897502
4675,0.182135514,0.995556717,0.018,0.30793484
4676,0.182144223,0.995556717,0.018002381,0.307947288
4677,0.182152934,0.995556717,0.018004167,0.307959736
4678,0.182161645,0.995556717,0.018006548,0.307972186
4679,0.182170357,0.995556717,0.018016667,0.307984637
4680,0.18217907,0.995556717,0.018021429,0.307997089
4681,0.182187784,0.995556717,0.018022222,0.308009542
4682,0.18221393,0.995556717,0.018025,0.308046907
4683,0.182222647,0.995556717,0.018025,0.308059364
4684,0.182231365,0.995556717,0.018029167,0.308071821
4685,0.182240084,0.995556717,0.018029762,0.30808428
4686,0.182248804,0.995556717,0.018033333,0.30809674
4687,0.182266246,0.995556717,0.018033333,0.308121663
4688,0.182274968,0.995556717,0.018036905,0.308134126
4689,0.182283691,0.995556717,0.018041667,0.30814659
4690,0.182301139,0.995556717,0.018041667,0.308171521
4691,0.182309865,0.995556717,0.018045833,0.308183988
4692,0.182318591,0.995556717,0.01805,0.308196456
4693,0.182327318,0.995556717,0.018058333,0.308208925
4694,0.182336046,0.995556717,0.018058333,0.308221395
4695,0.182344775,0.995556717,0.018058333,0.308233866
4696,0.182362235,0.995556717,0.018059524,0.308258811
4697,0.182370966,0.995556717,0.018065476,0.308271285
4698,0.182379698,0.995556717,0.018065476,0.30828376
4699,0.182397165,0.995556717,0.018066667,0.308308713
4700,0.1824059,0.995556717,0.018069048,0.308321192
4701,0.182423372,0.995556717,0.018075,0.308346151
4702,0.182432109,0.995556717,0.018075,0.308358632
4703,0.182467066,0.995556717,0.018083333,0.308408566
4704,0.182493292,0.995556717,0.018091667,0.308446028
4705,0.182502036,0.995556717,0.018095238,0.308458517
4706,0.182510781,0.995556717,0.018098214,0.308471007
4707,0.182519527,0.995556717,0.0181,0.308483499
4708,0.182528273,0.995556717,0.018102381,0.308495991
4709,0.18253702,0.995556717,0.018102381,0.308508484
4710,0.182545768,0.995556717,0.018103571,0.308520978
4711,0.182554517,0.995556717,0.018104167,0.308533474
4712,0.182580769,0.995556717,0.018108333,0.308570966
4713,0.182589521,0.995556717,0.018111905,0.308583465
4714,0.182598274,0.995556717,0.018111905,0.308595965
4715,0.182633295,0.995556717,0.018133333,0.308645977
4716,0.182642052,0.995556717,0.018136905,0.308658482
4717,0.18265081,0.995556717,0.018140476,0.308670989
4718,0.182659569,0.995556717,0.01814881,0.308683496
4719,0.182668329,0.995556717,0.01815,0.308696005
4720,0.18267709,0.995556717,0.01815119,0.308708514
4721,0.182685851,0.995556717,0.018153571,0.308721024
4722,0.182694614,0.995556717,0.018157143,0.308733536
4723,0.182703377,0.995556717,0.018158471,0.308746048
4724,0.182712141,0.995556717,0.018161905,0.308758562
4725,0.182729671,0.995556717,0.018166667,0.308783592
4726,0.182738438,0.995556717,0.018166667,0.308796109
4727,0.182747205,0.995556717,0.018166667,0.308808626
4728,0.182755974,0.995556717,0.018169643,0.308821145
4729,0.182764743,0.995556717,0.018175,0.308833664
4730,0.182791055,0.995556717,0.018175,0.308871229
4731,0.1828086,0.995556717,0.018175,0.308896278
4732,0.182817375,0.995556717,0.018183333,0.308908803
4733,0.18282615,0.995556717,0.018183333,0.30892133
4734,0.182834925,0.995556717,0.018188636,0.308933858
4735,0.182843702,0.995556717,0.018191667,0.308946387
4736,0.182861258,0.995556717,0.0182,0.308971447
4737,0.182878817,0.995556717,0.0182,0.308996512
4738,0.18289638,0.995556717,0.018208333,0.30902158
4739,0.182913945,0.995556717,0.018208333,0.309046653
4740,0.18292273,0.995556717,0.018208333,0.309059191
4741,0.182931515,0.995556717,0.018215476,0.30907173
4742,0.182940301,0.995556717,0.018216667,0.30908427
4743,0.182966663,0.995556717,0.018225,0.309121896
4744,0.182984243,0.995556717,0.018233333,0.309146985
4745,0.183001826,0.995556717,0.018233333,0.309172078
4746,0.183010618,0.995556717,0.018233333,0.309184626
4747,0.183019412,0.995556717,0.018235714,0.309197175
4748,0.183028206,0.995556717,0.018241667,0.309209725
4749,0.183063392,0.995556717,0.018241667,0.309259936
4750,0.183072191,0.995556717,0.018244048,0.309272491
4751,0.18308099,0.995556717,0.018246429,0.309285047
4752,0.18308979,0.995556717,0.01825,0.309297605
4753,0.183107394,0.995556717,0.01825,0.309322722
4754,0.183116196,0.995556717,0.01825119,0.309335282
4755,0.183133805,0.995556717,0.018258333,0.309360406
4756,0.18314261,0.995556717,0.018258333,0.309372969
4757,0.183160223,0.995556717,0.018261905,0.309398099
4758,0.18317784,0.995556717,0.018265476,0.309423233
4759,0.183186649,0.995556717,0.018266667,0.309435802
4760,0.18319546,0.995556717,0.018270833,0.309448371
4761,0.183204271,0.995556717,0.01827381,0.309460942
4762,0.183213083,0.995556717,0.018283333,0.309473513
4763,0.183221896,0.995556717,0.018291667,0.309486086
4764,0.18323071,0.995556717,0.018291667,0.309498659
4765,0.183239525,0.995556717,0.018295238,0.309511234
4766,0.18324834,0.995556717,0.018297222,0.30952381
4767,0.183257157,0.995556717,0.01829881,0.309536386
4768,0.183265974,0.995556717,0.0183,0.309548964
4769,0.183274792,0.995556717,0.0183,0.309561543
4770,0.183283611,0.995556717,0.018300758,0.309574122
4771,0.183301251,0.995556717,0.018308333,0.309599285
4772,0.183310073,0.995556717,0.018315476,0.309611868
4773,0.183318895,0.995556717,0.018325,0.309624451
4774,0.183327718,0.995556717,0.018329762,0.309637036
4775,0.183354193,0.995556717,0.018333333,0.309674797
4776,0.183363019,0.995556717,0.018333333,0.309687386
4777,0.183371847,0.995556717,0.018340476,0.309699976
4778,0.183380675,0.995556717,0.018340476,0.309712567
4779,0.183389504,0.995556717,0.018341667,0.309725159
4780,0.183398334,0.995556717,0.018341667,0.309737752
4781,0.183407165,0.995556717,0.018341667,0.309750346
4782,0.183415997,0.995556717,0.01834881,0.309762941
4783,0.183424829,0.995556717,0.01835,0.309775537
4784,0.183433662,0.995556717,0.01835,0.309788134
4785,0.183460168,0.995556717,0.018358333,0.309825931
4786,0.183469004,0.995556717,0.018366667,0.309838533
4787,0.183477842,0.995556717,0.018366667,0.309851135
4788,0.18348668,0.995556717,0.018375,0.309863738
4789,0.18350436,0.995556717,0.018375,0.309888948
4790,0.183513201,0.995556717,0.018382143,0.309901554
4791,0.183522043,0.995556717,0.018383333,0.309914161
4792,0.183539729,0.995556717,0.018391667,0.309939379
4793,0.183557419,0.995556717,0.0184,0.309964601
4794,0.183566265,0.995556717,0.018405952,0.309977214
4795,0.18358396,0.995556717,0.018408333,0.310002442
4796,0.183592809,0.995556717,0.018408333,0.310015057
4797,0.183637065,0.995556717,0.018416667,0.31007815
4798,0.183654773,0.995556717,0.018425,0.310103395
4799,0.183663629,0.995556717,0.018425,0.310116019
4800,0.183672485,0.995556717,0.018441667,0.310128644
4801,0.183681343,0.995556717,0.018445238,0.310141269
4802,0.183690201,0.995556717,0.018445833,0.310153896
4803,0.183707919,0.995556717,0.01845,0.310179153
4804,0.18371678,0.995556717,0.01845119,0.310191783
4805,0.183725642,0.995556717,0.018453571,0.310204414
4806,0.183734504,0.995556717,0.018458333,0.310217046
4807,0.183743367,0.995556717,0.018458333,0.310229679
4808,0.183761096,0.995556717,0.018458333,0.310254948
4809,0.183769962,0.995556717,0.018460714,0.310267584
4810,0.183778829,0.995556717,0.018461905,0.310280222
4811,0.183787696,0.995556717,0.018465476,0.31029286
4812,0.183805434,0.995556717,0.018466667,0.310318139
4813,0.183823175,0.995556717,0.018475,0.310343423
4814,0.183832046,0.995556717,0.018483333,0.310356066
4815,0.183849792,0.995556717,0.018483333,0.310381356
4816,0.183858667,0.995556717,0.018489286,0.310394002
4817,0.183867542,0.995556717,0.018491667,0.31040665
4818,0.183876418,0.995556717,0.018493452,0.310419298
4819,0.183885295,0.995556717,0.018494048,0.310431948
4820,0.183894173,0.995556717,0.018496112,0.310444598
4821,0.183903051,0.995556717,0.0185,0.31045725
4822,0.183938574,0.995556717,0.0185,0.310507867
4823,0.183947457,0.995556717,0.018502381,0.310520523
4824,0.183956341,0.995556717,0.018507143,0.310533181
4825,0.183974111,0.995556717,0.018508333,0.3105585
4826,0.183991885,0.995556717,0.018508333,0.310583823
4827,0.184000773,0.995556717,0.018511905,0.310596486
4828,0.184009662,0.995556717,0.0185125,0.310609149
4829,0.184027442,0.995556717,0.018516667,0.310634481
4830,0.184036334,0.995556717,0.018524405,0.310647148
4831,0.184045226,0.995556717,0.018525,0.310659816
4832,0.184054119,0.995556717,0.018525,0.310672485
4833,0.184063013,0.995556717,0.018541667,0.310685155
4834,0.184080804,0.995556717,0.018541667,0.310710498
4835,0.184089701,0.995556717,0.018545833,0.310723172
4836,0.184098598,0.995556717,0.01855,0.310735846
4837,0.184107497,0.995556717,0.018554762,0.310748521
4838,0.184116396,0.995556717,0.018558333,0.310761198
4839,0.184125296,0.995556717,0.018561905,0.310773875
4840,0.184134197,0.995556717,0.018570238,0.310786554
4841,0.184160905,0.995556717,0.018575,0.310824595
4842,0.184169809,0.995556717,0.018579167,0.310837278
4843,0.184178715,0.995556717,0.018580952,0.310849961
4844,0.184196528,0.995556717,0.018583333,0.310875332
4845,0.184214344,0.995556717,0.018583333,0.310900706
4846,0.184223254,0.995556717,0.018590476,0.310913395
4847,0.184232164,0.995556717,0.018591667,0.310926085
4848,0.184241076,0.995556717,0.018591667,0.310938776
4849,0.184258901,0.995556717,0.018595238,0.31096416
4850,0.184267815,0.995556717,0.01859881,0.310976854
4851,0.18427673,0.995556717,0.01859881,0.310989549
4852,0.184285645,0.995556717,0.018602381,0.311002245
4853,0.184294562,0.995556717,0.018602381,0.311014942
4854,0.184303479,0.995556717,0.018607143,0.311027641
4855,0.184312397,0.995556717,0.018608333,0.31104034
4856,0.184321316,0.995556717,0.018608333,0.31105304
4857,0.184330236,0.995556717,0.018611905,0.311065741
4858,0.184339157,0.995556717,0.018613095,0.311078443
4859,0.184348079,0.995556717,0.018615476,0.311091147
4860,0.184357001,0.995556717,0.018616667,0.311103851
4861,0.184365924,0.995556717,0.018616667,0.311116556
4862,0.184374849,0.995556717,0.018625,0.311129263
4863,0.184383774,0.995556717,0.018625,0.31114197
4864,0.1843927,0.995556717,0.018633333,0.311154679
4865,0.184353215,0.995295348,0.018636905,0.311085696
4866,0.18436214,0.995295348,0.018641667,0.311098403
4867,0.184371066,0.995295348,0.018642857,0.311111111
4868,0.184379993,0.995295348,0.018645238,0.31112382
4869,0.184388921,0.995295348,0.01865,0.311136531
4870,0.18439785,0.995295348,0.01865,0.311149242
4871,0.18440678,0.995295348,0.018666667,0.311161955
4872,0.18441571,0.995295348,0.018674405,0.311174668
4873,0.184424642,0.995295348,0.018675,0.311187383
4874,0.184433574,0.995295348,0.018683333,0.311200098
4875,0.184442507,0.995295348,0.018683333,0.311212815
4876,0.184451441,0.995295348,0.01868373,0.311225532
4877,0.184460376,0.995295348,0.018686111,0.311238251
4878,0.184478248,0.995295348,0.0186875,0.311263691
4879,0.184514003,0.995295348,0.018691667,0.311314585
4880,0.184522944,0.995295348,0.018693056,0.311327311
4881,0.184531886,0.995295348,0.018695635,0.311340038
4882,0.184540829,0.995295348,0.0187,0.311352766
4883,0.184567662,0.995295348,0.018708333,0.311390956
4884,0.184585555,0.995295348,0.018716667,0.311416421
4885,0.184594503,0.995295348,0.018720238,0.311429156
4886,0.184612401,0.995295348,0.018725,0.311454627
4887,0.184621352,0.995295348,0.018730357,0.311467365
4888,0.184630303,0.995295348,0.018732143,0.311480103
4889,0.184639255,0.995295348,0.018733333,0.311492843
4890,0.184648208,0.995295348,0.018733333,0.311505583
4891,0.184657162,0.995295348,0.0187375,0.311518325
4892,0.184666117,0.995295348,0.018741667,0.311531067
4893,0.184675073,0.995295348,0.018745833,0.311543811
4894,0.184692987,0.995295348,0.01875,0.311569301
4895,0.184701945,0.995295348,0.018755952,0.311582048
4896,0.184710904,0.995295348,0.018758333,0.311594796
4897,0.184719864,0.995295348,0.018758333,0.311607545
4898,0.184728825,0.995295348,0.018759524,0.311620295
4899,0.184737787,0.995295348,0.01876131,0.311633046
4900,0.184746749,0.995295348,0.0187625,0.311645798
4901,0.184764677,0.995295348,0.018766667,0.311671305
4902,0.184782609,0.995295348,0.018766667,0.311696816
4903,0.184791576,0.995295348,0.018771429,0.311709573
4904,0.184800544,0.995295348,0.01877381,0.311722331
4905,0.184809512,0.995295348,0.018780628,0.311735091
4906,0.184818482,0.995295348,0.018791667,0.311747851
4907,0.184827452,0.995295348,0.018791667,0.311760612
4908,0.184836424,0.995295348,0.018795238,0.311773375
4909,0.184845396,0.995295348,0.018795833,0.311786138
4910,0.184854369,0.995295348,0.018803571,0.311798903
4911,0.184872318,0.995295348,0.018808333,0.311824435
4912,0.184881293,0.995295348,0.018808333,0.311837203
4913,0.184899247,0.995295348,0.018808333,0.311862741
4914,0.184908226,0.995295348,0.018815476,0.311875512
4915,0.184917205,0.995295348,0.018816667,0.311888284
4916,0.184935166,0.995295348,0.018816667,0.311913831
4917,0.184944148,0.995295348,0.018821429,0.311926606
4918,0.18495313,0.995295348,0.018822619,0.311939382
4919,0.184962114,0.995295348,0.018825,0.311952159
4920,0.184971098,0.995295348,0.018825,0.311964937
4921,0.184980084,0.995295348,0.018825,0.311977716
4922,0.184998057,0.995295348,0.018833333,0.312003277
4923,0.185007045,0.995295348,0.018833333,0.31201606
4924,0.185016033,0.995295348,0.018835714,0.312028843
4925,0.185025023,0.995295348,0.018840476,0.312041627
4926,0.185034014,0.995295348,0.018841667,0.312054413
4927,0.185051997,0.995295348,0.018841667,0.312079987
4928,0.185069984,0.995295348,0.018841667,0.312105565
4929,0.185078979,0.995295348,0.018845238,0.312118356
4930,0.185087975,0.995295348,0.018858333,0.312131148
4931,0.185096972,0.995295348,0.018858333,0.31214394
4932,0.185105969,0.995295348,0.018861905,0.312156734
4933,0.185114968,0.995295348,0.018863889,0.312169529
4934,0.185123967,0.995295348,0.018865476,0.312182325
4935,0.185132967,0.995295348,0.018866667,0.312195122
4936,0.185141968,0.995295348,0.018866667,0.31220792
4937,0.18515097,0.995295348,0.018869048,0.312220719
4938,0.185159973,0.995295348,0.018875,0.312233519
4939,0.185168976,0.995295348,0.018875,0.31224632
4940,0.185186986,0.995295348,0.018882143,0.312271926
4941,0.185195993,0.995295348,0.018882143,0.31228473
4942,0.185205,0.995295348,0.018883333,0.312297536
4943,0.185214008,0.995295348,0.018883333,0.312310342
4944,0.185241037,0.995295348,0.018891667,0.312348768
4945,0.185250049,0.995295348,0.018891667,0.312361578
4946,0.185268074,0.995295348,0.018895238,0.312387203
4947,0.185277089,0.995295348,0.01889881,0.312400016
4948,0.185295119,0.995295348,0.0189,0.312425647
4949,0.185304136,0.995295348,0.018903571,0.312438464
4950,0.185313154,0.995295348,0.018904167,0.312451282
4951,0.185322172,0.995295348,0.018908333,0.312464101
4952,0.185340212,0.995295348,0.018908333,0.312489742
4953,0.185358255,0.995295348,0.018915476,0.312515388
4954,0.185385327,0.995295348,0.018916667,0.312553864
4955,0.185403379,0.995295348,0.018925,0.31257952
4956,0.185412406,0.995295348,0.018929762,0.312592349
4957,0.185421434,0.995295348,0.018933333,0.31260518
4958,0.185430464,0.995295348,0.018933333,0.312618012
4959,0.185439494,0.995295348,0.018941667,0.312630844
4960,0.185457556,0.995295348,0.018941667,0.312656513
4961,0.185466589,0.995295348,0.01894881,0.312669349
4962,0.185475622,0.995295348,0.01895,0.312682186
4963,0.185493692,0.995295348,0.018958333,0.312707863
4964,0.185502728,0.995295348,0.018958333,0.312720703
4965,0.185511765,0.995295348,0.018959524,0.312733544
4966,0.185520803,0.995295348,0.0189625,0.312746386
4967,0.185529842,0.995295348,0.018966667,0.31275923
4968,0.185547922,0.995295348,0.018975,0.312784919
4969,0.185556963,0.995295348,0.01897619,0.312797766
4970,0.185566006,0.995295348,0.018977381,0.312810613
4971,0.185575049,0.995295348,0.018983333,0.312823462
4972,0.185584093,0.995295348,0.018983333,0.312836311
4973,0.185593138,0.995295348,0.0189875,0.312849162
4974,0.185602184,0.995295348,0.018988889,0.312862014
4975,0.18561123,0.995295348,0.018991667,0.312874866
4976,0.185620278,0.995295348,0.018991667,0.31288772
4977,0.185629326,0.995295348,0.019,0.312900575
4978,0.185638376,0.995295348,0.01900119,0.312913431
4979,0.185647426,0.995295348,0.019003571,0.312926288
4980,0.185656477,0.995295348,0.019008333,0.312939146
4981,0.185665529,0.995295348,0.019010714,0.312952005
4982,0.185674582,0.995295348,0.019033333,0.312964865
4983,0.18569269,0.995295348,0.019033333,0.312990589
4984,0.185701746,0.995295348,0.019036111,0.313003452
4985,0.185710802,0.995295348,0.0190375,0.313016317
4986,0.18571986,0.995295348,0.019041667,0.313029182
4987,0.185728918,0.995295348,0.019041667,0.313042049
4988,0.185747037,0.995295348,0.01905,0.313067785
4989,0.185756098,0.995295348,0.01905,0.313080654
4990,0.185765159,0.995295348,0.019053571,0.313093525
4991,0.185774222,0.995295348,0.019058333,0.313106397
4992,0.185783285,0.995295348,0.019058333,0.31311927
4993,0.18579235,0.995295348,0.019061905,0.313132144
4994,0.185801415,0.995295348,0.019066667,0.313145019
4995,0.185810481,0.995295348,0.019066667,0.313157895
4996,0.185819548,0.995295348,0.019070238,0.313170772
4997,0.185828616,0.995295348,0.019075,0.31318365
4998,0.185837685,0.995295348,0.019075,0.313196529
4999,0.185864897,0.995295348,0.019083333,0.313235173
5000,0.185873969,0.995295348,0.019083333,0.313248057
5001,0.185883042,0.995295348,0.019083333,0.313260941
5002,0.185892116,0.995295348,0.019086905,0.313273827
5003,0.185901191,0.995295348,0.019091071,0.313286713
5004,0.185919344,0.995295348,0.019091667,0.31331249
5005,0.185928421,0.995295348,0.019091667,0.31332538
5006,0.1859375,0.995295348,0.019095238,0.31333827
5007,0.185946579,0.995295348,0.019095238,0.313351162
5008,0.18595566,0.995295348,0.0191,0.313364055
5009,0.185973823,0.995295348,0.0191,0.313389844
5010,0.185982906,0.995295348,0.019108333,0.313402741
5011,0.186001075,0.995295348,0.019108333,0.313428536
5012,0.18601016,0.995295348,0.019111905,0.313441436
5013,0.186028334,0.995295348,0.019116667,0.313467237
5014,0.186037422,0.995295348,0.019116667,0.31348014
5015,0.186046512,0.995295348,0.019125,0.313493044
5016,0.186055602,0.995295348,0.01912619,0.313505948
5017,0.186064693,0.995295348,0.019136905,0.313518854
5018,0.186091971,0.995295348,0.019136905,0.313557578
5019,0.186101065,0.995295348,0.019141667,0.313570487
5020,0.186119257,0.995295348,0.019141667,0.313596311
5021,0.186128354,0.995295348,0.019141667,0.313609224
5022,0.186137452,0.995295348,0.01915,0.313622138
5023,0.186146551,0.995295348,0.01915,0.313635053
5024,0.186155651,0.995295348,0.01915,0.31364797
5025,0.186164752,0.995295348,0.019166667,0.313660887
5026,0.186182956,0.995295348,0.019166667,0.313686725
5027,0.186219375,0.995295348,0.019166667,0.313738414
5028,0.186228482,0.995295348,0.019171429,0.313751339
5029,0.186246699,0.995295348,0.019175,0.313777192
5030,0.186255808,0.995295348,0.019175,0.31379012
5031,0.186264919,0.995295348,0.019180952,0.313803049
5032,0.18627403,0.995295348,0.019183333,0.313815979
5033,0.186292256,0.995295348,0.019183333,0.313841843
5034,0.18630137,0.995295348,0.019195833,0.313854776
5035,0.186310485,0.995295348,0.0192,0.313867711
5036,0.186328718,0.995295348,0.019208333,0.313893583
5037,0.186337835,0.995295348,0.019215476,0.31390652
5038,0.186356073,0.995295348,0.019216667,0.313932399
5039,0.186374315,0.995295348,0.019225,0.313958282
5040,0.186383437,0.995295348,0.019232143,0.313971225
5041,0.186401684,0.995295348,0.019233333,0.313997114
5042,0.186410809,0.995295348,0.019234524,0.31401006
5043,0.186419934,0.995295348,0.019241667,0.314023007
5044,0.186429061,0.995295348,0.019244048,0.314035956
5045,0.186438188,0.995295348,0.019245238,0.314048905
5046,0.186447317,0.995295348,0.01925,0.314061856
5047,0.186456446,0.995295348,0.019253571,0.314074807
5048,0.186474707,0.995295348,0.019258333,0.314100713
5049,0.186483839,0.995295348,0.019273214,0.314113668
5050,0.186492972,0.995295348,0.019275,0.314126624
5051,0.18645313,0.995033978,0.019283333,0.314057086
5052,0.186462262,0.995033978,0.019290476,0.314070041
5053,0.186471395,0.995033978,0.019297619,0.314082996
5054,0.186489664,0.995033978,0.0193,0.314108911
5055,0.186507937,0.995033978,0.019308333,0.31413483
5056,0.186517074,0.995033978,0.019309524,0.314147791
5057,0.186535352,0.995033978,0.0193125,0.314173716
5058,0.186544492,0.995033978,0.019325,0.31418668
5059,0.186562776,0.995033978,0.019325,0.314212611
5060,0.186571919,0.995033978,0.019330303,0.314225579
5061,0.1866085,0.995033978,0.019333333,0.314277459
5062,0.186617647,0.995033978,0.019334524,0.314290432
5063,0.186626795,0.995033978,0.019340278,0.314303406
5064,0.186635945,0.995033978,0.019340476,0.31431638
5065,0.186645095,0.995033978,0.01934881,0.314329356
5066,0.186654246,0.995033978,0.01935,0.314342333
5067,0.186663398,0.995033978,0.01935,0.314355312
5068,0.186672551,0.995033978,0.019357143,0.314368291
5069,0.186681705,0.995033978,0.019358333,0.314381271
5070,0.186690859,0.995033978,0.019358333,0.314394252
5071,0.186700015,0.995033978,0.019359524,0.314407235
5072,0.186709171,0.995033978,0.019366667,0.314420218
5073,0.186745806,0.995033978,0.019366667,0.314472163
5074,0.186754967,0.995033978,0.019366667,0.314485151
5075,0.186764129,0.995033978,0.019370238,0.314498141
5076,0.186782455,0.995033978,0.01937381,0.314524124
5077,0.18679162,0.995033978,0.01937381,0.314537117
5078,0.186800785,0.995033978,0.019375,0.314550112
5079,0.186809951,0.995033978,0.019386905,0.314563107
5080,0.186819119,0.995033978,0.019390476,0.314576103
5081,0.186837456,0.995033978,0.0194,0.314602099
5082,0.186846626,0.995033978,0.019407143,0.314615099
5083,0.186864968,0.995033978,0.019408333,0.314641101
5084,0.186874141,0.995033978,0.019408333,0.314654104
5085,0.186883315,0.995033978,0.019411905,0.314667107
5086,0.186910841,0.995033978,0.019416667,0.314706125
5087,0.186920018,0.995033978,0.019422619,0.314719134
5088,0.186929196,0.995033978,0.019425,0.314732143
5089,0.186938375,0.995033978,0.019425,0.314745153
5090,0.186947555,0.995033978,0.019432143,0.314758165
5091,0.186956735,0.995033978,0.019433333,0.314771177
5092,0.186965917,0.995033978,0.019434524,0.314784191
5093,0.186975099,0.995033978,0.019441667,0.314797205
5094,0.186984283,0.995033978,0.019441667,0.314810221
5095,0.186993467,0.995033978,0.01944881,0.314823238
5096,0.187011839,0.995033978,0.01945,0.314849274
5097,0.187030214,0.995033978,0.019458333,0.314875315
5098,0.187048592,0.995033978,0.019458333,0.314901361
5099,0.187057783,0.995033978,0.019460714,0.314914385
5100,0.187066975,0.995033978,0.019464286,0.31492741
5101,0.187076167,0.995033978,0.019469643,0.314940437
5102,0.18708536,0.995033978,0.019470238,0.314953464
5103,0.187094555,0.995033978,0.019472619,0.314966493
5104,0.18710375,0.995033978,0.019480952,0.314979523
5105,0.187112946,0.995033978,0.019482143,0.314992553
5106,0.187122143,0.995033978,0.019483333,0.315005585
5107,0.187131341,0.995033978,0.019484524,0.315018618
5108,0.187149739,0.995033978,0.019491667,0.315044687
5109,0.18715894,0.995033978,0.0195,0.315057723
5110,0.187177344,0.995033978,0.0195,0.315083799
5111,0.187186547,0.995033978,0.0195,0.315096838
5112,0.187195752,0.995033978,0.019508333,0.315109879
5113,0.187204957,0.995033978,0.019508333,0.31512292
5114,0.187214163,0.995033978,0.019508333,0.315135963
5115,0.18722337,0.995033978,0.019511905,0.315149007
5116,0.187232578,0.995033978,0.019514286,0.315162051
5117,0.187241786,0.995033978,0.019516667,0.315175097
5118,0.187250996,0.995033978,0.01952381,0.315188144
5119,0.187269418,0.995033978,0.019525,0.315214241
5120,0.187287844,0.995033978,0.019525,0.315240343
5121,0.187297058,0.995033978,0.019533333,0.315253395
5122,0.187306273,0.995033978,0.019535714,0.315266449
5123,0.187324706,0.995033978,0.019541667,0.315292559
5124,0.187361583,0.995033978,0.019541667,0.315344792
5125,0.187370804,0.995033978,0.019545833,0.315357853
5126,0.187380027,0.995033978,0.019557143,0.315370915
5127,0.18738925,0.995033978,0.019558333,0.315383978
5128,0.187398474,0.995033978,0.019563889,0.315397042
