,precision,recall,thresholds,,
161,0.14581678,0.995779743,0.001152381,0.254383038,
162,0.145829654,0.995779743,0.001153333,0.254402629,
163,0.145846824,0.995779743,0.00116,0.254428755,
164,0.145894687,0.995578778,0.001166667,0.254495017,
165,0.145903281,0.995578778,0.001173333,0.254508091,
166,0.145907578,0.995578778,0.001173333,0.254514629,
167,0.145911876,0.995578778,0.00117619,0.254521167,
168,0.14592477,0.995578778,0.00118,0.254540784,
169,0.145933367,0.995578778,0.001186667,0.254553863,
170,0.145937666,0.995578778,0.001193333,0.254560403,
171,0.145941965,0.995578778,0.001193939,0.254566943,
172,0.146200384,0.995578778,0.0012,0.254959986,
173,0.146213329,0.995578778,0.001206667,0.25497967,
174,0.146217644,0.995578778,0.001209524,0.254986232,
175,0.146226276,0.995578778,0.00122,0.254999357,
176,0.146239225,0.995578778,0.001226667,0.255019047,
177,0.146243542,0.995578778,0.001226667,0.255025611,
178,0.146239924,0.995377814,0.001233333,0.255013515,
179,0.146257198,0.995377814,0.001233333,0.255039778,
180,0.146265836,0.995377814,0.00124,0.255052911,
181,0.146274475,0.995377814,0.00124,0.255066045,
182,0.146283115,0.995377814,0.001246667,0.255079181,
183,0.146287436,0.995377814,0.001253333,0.25508575,
184,0.146317686,0.995377814,0.001253333,0.255131738,
185,0.146322009,0.995377814,0.001253333,0.255138309,
186,0.146326332,0.995377814,0.001257143,0.255144881,
187,0.146330655,0.995377814,0.00126,0.255151453,
188,0.146334978,0.995377814,0.001262857,0.255158025,
189,0.146538462,0.995377814,0.001266667,0.255467299,
190,0.146555805,0.995377814,0.001266667,0.255493655,
191,0.146564479,0.995377814,0.00128,0.255506835,
192,0.146568816,0.995377814,0.001280303,0.255513426,
193,0.146573153,0.995377814,0.001285714,0.255520017,
194,0.146581829,0.995377814,0.001293333,0.255533199,
195,0.146590506,0.995377814,0.001293333,0.255546383,
196,0.146594844,0.995377814,0.001295238,0.255552976,
197,0.146677328,0.995377814,0.0013,0.255678299,
198,0.146694704,0.995377814,0.001306667,0.255704698,
199,0.146699049,0.995377814,0.001309524,0.255711299,
200,0.146703394,0.995377814,0.001313333,0.2557179,
201,0.146720777,0.995377814,0.00132,0.255744307,
202,0.146725124,0.995377814,0.001326667,0.25575091,
203,0.14672947,0.995377814,0.00133,0.255757513,
204,0.146894834,0.995377814,0.001333333,0.256008684,
205,0.14689919,0.995377814,0.001333333,0.2560153,
206,0.146912262,0.995377814,0.00134,0.256035151,
207,0.146925336,0.995377814,0.001346667,0.256055006,
208,0.146929694,0.995377814,0.00135,0.256061624,
209,0.146934053,0.995377814,0.001353333,0.256068244,
210,0.146938412,0.995377814,0.001357143,0.256074863,
211,0.146964572,0.995377814,0.00136,0.256114587,
212,0.146968933,0.995377814,0.00136,0.256121209,
213,0.147012555,0.995377814,0.001366667,0.256187447,
214,0.147021283,0.995377814,0.001373333,0.256200698,
215,0.147034376,0.995377814,0.001373333,0.256220578,
216,0.147043107,0.995377814,0.00138,0.256233833,
217,0.147051838,0.995377814,0.001386667,0.25624709,
218,0.147056204,0.995377814,0.001390476,0.256253719,
219,0.14706057,0.995377814,0.001393333,0.256260348,
220,0.147082405,0.995377814,0.0014,0.256293498,
221,0.147287974,0.995377814,0.0014,0.256605533,
222,0.147262616,0.995176849,0.0014,0.256560371,
223,0.147266996,0.995176849,0.00140381,0.256567017,
224,0.147275755,0.995176849,0.001406667,0.256580311,
225,0.147280136,0.995176849,0.001413333,0.256586958,
226,0.147293278,0.995176849,0.001413333,0.256606902,
227,0.147297659,0.995176849,0.001419048,0.256613551,
228,0.147310804,0.995176849,0.001426667,0.256633499,
229,0.147341486,0.995176849,0.001433333,0.256680057,
230,0.14737218,0.995176849,0.001433333,0.256726632,
231,0.147389726,0.995176849,0.00144,0.256753253,
232,0.147364348,0.994975884,0.001446667,0.25670806,
233,0.147368734,0.994975884,0.001452381,0.256714715,
234,0.147377508,0.994975884,0.001453333,0.256728027,
235,0.147381895,0.994975884,0.001453333,0.256734683,
236,0.14739067,0.994975884,0.00146,0.256747997,
237,0.147395058,0.994975884,0.00146,0.256754654,
238,0.147399446,0.994975884,0.001461905,0.256761312,
239,0.147514602,0.99477492,0.001466667,0.256929306,
240,0.147532189,0.99477492,0.00148,0.25695598,
241,0.147536586,0.99477492,0.001485714,0.25696265,
242,0.147540984,0.99477492,0.001485714,0.256969319,
243,0.147549779,0.99477492,0.001486667,0.25698266,
244,0.147562975,0.99477492,0.001493333,0.257002674,
245,0.147567374,0.99477492,0.0015,0.257009346,
246,0.147642199,0.99477492,0.0015,0.257122822,
247,0.147646603,0.99477492,0.001504762,0.2571295,
248,0.147668626,0.99477492,0.001506667,0.257162896,
249,0.147673031,0.99477492,0.001516667,0.257169576,
250,0.147690655,0.99477492,0.00152,0.257196301,
251,0.147703876,0.99477492,0.00152,0.257216348,
252,0.147708284,0.99477492,0.001528571,0.257223031,
253,0.147744574,0.994573955,0.001533333,0.257271333,
254,0.147815179,0.994573955,0.001533333,0.257378371,
255,0.147824009,0.994573955,0.00154,0.257391757,
256,0.147828425,0.994573955,0.001542857,0.25739845,
257,0.147837257,0.994573955,0.001546667,0.257411838,
258,0.147841673,0.994573955,0.001552381,0.257418533,
259,0.147850506,0.994573955,0.00156,0.257431923,
260,0.147854924,0.994573955,0.001561905,0.257438618,
261,0.147925634,0.994573955,0.001566667,0.257545795,
262,0.147930055,0.994573955,0.001566667,0.257552497,
263,0.147934477,0.994573955,0.001573333,0.257559199,
264,0.147943322,0.994573955,0.001573333,0.257572603,
265,0.147952167,0.994573955,0.00158,0.257586009,
266,0.147956591,0.994573955,0.001585714,0.257592713,
267,0.147961014,0.994573955,0.001586667,0.257599417,
268,0.147965438,0.994573955,0.001586667,0.257606121,
269,0.147969862,0.994573955,0.001593333,0.257612826,
270,0.147978711,0.994573955,0.0016,0.257626236,
271,0.148160345,0.994573955,0.0016,0.257901457,
272,0.148169216,0.994573955,0.001606667,0.257914897,
273,0.148173653,0.994573955,0.001613333,0.257921618,
274,0.148186963,0.994573955,0.00162,0.257941782,
275,0.1481914,0.994573955,0.001625714,0.257948504,
276,0.148204714,0.994573955,0.001626667,0.257968673,
277,0.148209152,0.994573955,0.001627273,0.257975396,
278,0.148244668,0.994573955,0.001633333,0.258029197,
279,0.148266874,0.994573955,0.001633333,0.258062834,
280,0.148280201,0.994573955,0.00164,0.25808302,
281,0.148284644,0.994573955,0.001646667,0.25808975,
282,0.148289087,0.994573955,0.00165,0.25809648,
283,0.148297974,0.994573955,0.001653333,0.258109941,
284,0.148302418,0.994573955,0.001653333,0.258116671,
285,0.148311307,0.994573955,0.00166,0.258130134,
286,0.148471485,0.994573955,0.001666667,0.258372706,
287,0.148502671,0.994573955,0.001666667,0.258419926,
288,0.148507127,0.994573955,0.001671429,0.258426673,
289,0.14851604,0.994573955,0.001673333,0.258440168,
290,0.148524954,0.994573955,0.00168,0.258453665,
291,0.148529412,0.994573955,0.001685714,0.258460414,
292,0.14853387,0.994573955,0.001686667,0.258467163,
293,0.148547245,0.994573955,0.001693333,0.258487413,
294,0.148640937,0.994573955,0.0017,0.258629249,
295,0.148654331,0.994573955,0.001706667,0.258649524,
296,0.148658797,0.994573955,0.001706667,0.258656283,
297,0.148663262,0.994573955,0.001709524,0.258663043,
298,0.148667728,0.994573955,0.001710476,0.258669803,
299,0.148676661,0.994573955,0.00172,0.258683323,
300,0.148690061,0.994573955,0.001726667,0.258703607,
301,0.148759585,0.994172026,0.001733333,0.258795219,
302,0.148808808,0.994172026,0.001733333,0.258869702,
303,0.148817761,0.994172026,0.00174,0.258883249,
304,0.148822238,0.994172026,0.001746667,0.258890023,
305,0.148826715,0.994172026,0.00175,0.258896797,
306,0.148844626,0.994172026,0.00176,0.258923898,
307,0.148925281,0.994172026,0.001766667,0.259045923,
308,0.148947701,0.994172026,0.001766667,0.25907984,
309,0.148952186,0.994172026,0.001771429,0.259086624,
310,0.1489445,0.993971061,0.001773333,0.259068172,
311,0.148948985,0.993971061,0.001775238,0.259074957,
312,0.148953471,0.993971061,0.00178,0.259081742,
313,0.148957957,0.993971061,0.001786667,0.259088528,
314,0.148962443,0.993971061,0.001793333,0.259095314,
315,0.14896693,0.993971061,0.001793333,0.259102101,
316,0.148971417,0.993971061,0.0018,0.259108888,
317,0.149133122,0.993971061,0.0018,0.259353452,
318,0.149137619,0.993971061,0.001805714,0.259360252,
319,0.149151111,0.993971061,0.001806667,0.259380654,
320,0.149155609,0.993971061,0.001809524,0.259387455,
321,0.149160107,0.993971061,0.001813333,0.259394257,
322,0.149164606,0.993971061,0.001816667,0.259401059,
323,0.149187102,0.993971061,0.00182,0.259435076,
324,0.149214107,0.993971061,0.001826667,0.259475907,
325,0.149218609,0.993971061,0.001828571,0.259482713,
326,0.149263641,0.993971061,0.001833333,0.259550798,
327,0.149295179,0.993971061,0.001833333,0.259598478,
328,0.149313208,0.993971061,0.00184,0.259625732,
329,0.149317715,0.993971061,0.001842857,0.259632546,
330,0.149322223,0.993971061,0.001842857,0.259639361,
331,0.14933124,0.993971061,0.001846667,0.259652991,
332,0.149335749,0.993971061,0.001847619,0.259659807,
333,0.149340258,0.993971061,0.00185,0.259666623,
334,0.149344767,0.993971061,0.001853333,0.259673439,
335,0.149349277,0.993971061,0.001853333,0.259680256,
336,0.149353787,0.993971061,0.00186,0.259687073,
337,0.149458986,0.993770096,0.001866667,0.25983921,
338,0.149499652,0.993770096,0.001866667,0.259900665,
339,0.149504172,0.993770096,0.001871429,0.259907495,
340,0.149508692,0.993770096,0.001873333,0.259914326,
341,0.149513213,0.993770096,0.00188,0.259921156,
342,0.149517733,0.993770096,0.001885714,0.259927988,
343,0.149522254,0.993770096,0.001886667,0.259934819,
344,0.149526776,0.993770096,0.001888889,0.259941651,
345,0.149535819,0.993770096,0.001893333,0.259955316,
346,0.149544863,0.993770096,0.0019,0.259968982,
347,0.149612731,0.993770096,0.0019,0.260071526,
348,0.149617258,0.993770096,0.0019,0.260078365,
349,0.149621785,0.993770096,0.001904762,0.260085205,
350,0.149626312,0.993770096,0.001906667,0.260092045,
351,0.149635368,0.993770096,0.001906667,0.260105725,
352,0.149639896,0.993770096,0.001913333,0.260112566,
353,0.149658011,0.993770096,0.00192,0.260139934,
354,0.14966254,0.993770096,0.001921905,0.260146776,
355,0.14966707,0.993770096,0.00192381,0.26015362,
356,0.1496716,0.993770096,0.001925714,0.260160463,
357,0.149680661,0.993770096,0.001926667,0.260174151,
358,0.149685192,0.993770096,0.001932381,0.260180995,
359,0.149753187,0.993770096,0.001933333,0.260283707,
360,0.149798552,0.993770096,0.001933333,0.260352226,
361,0.149812167,0.993770096,0.00194,0.260372789,
362,0.149816706,0.993770096,0.001946667,0.260379644,
363,0.149825784,0.993770096,0.001946667,0.260393355,
364,0.149843944,0.993770096,0.001953333,0.260420781,
365,0.149853026,0.993770096,0.001953333,0.260434496,
366,0.149866651,0.993770096,0.00196,0.260455072,
367,0.149922673,0.993569132,0.001966667,0.260532764,
368,0.149949956,0.993569132,0.001966667,0.260573958,
369,0.149954504,0.993569132,0.001971429,0.260580825,
370,0.149959052,0.993569132,0.001973333,0.260587693,
371,0.14996815,0.993569132,0.001973333,0.260601428,
372,0.149972699,0.993569132,0.001975238,0.260608297,
373,0.149981798,0.993569132,0.00198,0.260622035,
374,0.149986348,0.993569132,0.001980952,0.260628904,
375,0.149990899,0.993569132,0.001985714,0.260635774,
376,0.150004551,0.993569132,0.001986667,0.260656386,
377,0.150013654,0.993569132,0.001993333,0.260670129,
378,0.150022758,0.993569132,0.002,0.260683873,
379,0.150195947,0.993569132,0.002,0.260945293,
380,0.15020051,0.993569132,0.002006667,0.26095218,
381,0.150214201,0.993569132,0.002006667,0.260972842,
382,0.150218765,0.993569132,0.002009524,0.26097973,
383,0.150227894,0.993569132,0.002013333,0.260993507,
384,0.150232459,0.993569132,0.002013333,0.261000396,
385,0.150237024,0.993569132,0.002015238,0.261007285,
386,0.15024159,0.993569132,0.002016667,0.261014175,
387,0.150255288,0.993569132,0.00202,0.261034847,
388,0.150259855,0.993569132,0.002026667,0.261041738,
389,0.150270566,0.993368167,0.002033333,0.261050964,
390,0.150279703,0.993368167,0.002033333,0.261064751,
391,0.150307122,0.993368167,0.00204,0.261106122,
392,0.150316263,0.993368167,0.00204,0.261119915,
393,0.150325406,0.993368167,0.002046667,0.26113371,
394,0.150357414,0.993368167,0.002053333,0.261182003,
395,0.150361988,0.993368167,0.002053333,0.261188904,
396,0.150366562,0.993368167,0.00206,0.261195804,
397,0.150380286,0.993368167,0.00206,0.261216509,
398,0.150384861,0.993368167,0.002061905,0.261223411,
399,0.150467261,0.993368167,0.002066667,0.261347715,
400,0.15049933,0.993368167,0.002066667,0.261396087,
401,0.150513078,0.993368167,0.002073333,0.261416823,
402,0.150517661,0.993368167,0.00207619,0.261423736,
403,0.150522245,0.993368167,0.00208,0.261430649,
404,0.150526829,0.993368167,0.00208,0.261437563,
405,0.150545167,0.993368167,0.002086667,0.261465221,
406,0.150549752,0.993368167,0.002086667,0.261472136,
407,0.150558923,0.993368167,0.002093333,0.261485968,
408,0.150568095,0.993368167,0.0021,0.261499802,
409,0.150673657,0.993368167,0.0021,0.261658991,
410,0.15067825,0.993368167,0.002106667,0.261665917,
411,0.150696625,0.993368167,0.002106667,0.261693623,
412,0.15070122,0.993368167,0.002113333,0.261700551,
413,0.150705814,0.993368167,0.002114286,0.261707478,
414,0.150710409,0.993368167,0.002116667,0.261714407,
415,0.150728792,0.993368167,0.00212,0.261742123,
416,0.150733388,0.993368167,0.00212,0.261749053,
417,0.150737985,0.993368167,0.002123333,0.261755984,
418,0.150742582,0.993368167,0.002126667,0.261762915,
419,0.150817871,0.993167203,0.002133333,0.261869436,
420,0.150836284,0.993167203,0.002133333,0.261897191,
421,0.150850096,0.993167203,0.00214,0.261918012,
422,0.150854701,0.993167203,0.002142857,0.261924952,
423,0.150859306,0.993167203,0.002146667,0.261931893,
424,0.150863911,0.993167203,0.002148571,0.261938835,
425,0.150868517,0.993167203,0.00215,0.261945777,
426,0.150873122,0.993167203,0.002152381,0.261952719,
427,0.150877729,0.993167203,0.002153333,0.261959662,
428,0.150886942,0.993167203,0.00216,0.261973548,
429,0.150891549,0.993167203,0.00216,0.261980492,
430,0.150896156,0.993167203,0.002161905,0.261987436,
431,0.150900763,0.993167203,0.002161905,0.261994381,
432,0.150956076,0.993167203,0.002166667,0.262077743,
433,0.150967032,0.992966238,0.002166667,0.262087256,
434,0.150976258,0.992966238,0.002173333,0.262101159,
435,0.150980871,0.992966238,0.002173333,0.262108111,
436,0.150990099,0.992966238,0.00218,0.262122016,
437,0.151022404,0.992966238,0.002186667,0.262170695,
438,0.15102702,0.992966238,0.002191429,0.26217765,
439,0.151036254,0.992966238,0.0022,0.262191563,
440,0.151198017,0.992966238,0.0022,0.262435268,
441,0.151207271,0.992966238,0.0022,0.262449207,
442,0.151211899,0.992966238,0.002204762,0.262456178,
443,0.151221154,0.992966238,0.002206667,0.26247012,
444,0.151225783,0.992966238,0.002213333,0.262477091,
445,0.151230411,0.992966238,0.002213333,0.262484063,
446,0.15123504,0.992966238,0.002214286,0.262491035,
447,0.151239669,0.992966238,0.002216667,0.262498008,
448,0.151244299,0.992966238,0.00222,0.262504981,
449,0.151253559,0.992966238,0.002226667,0.262518928,
450,0.151247895,0.992564309,0.002233333,0.262496346,
451,0.151271057,0.992564309,0.002233333,0.262531228,
452,0.151289591,0.992564309,0.00224,0.262559141,
453,0.15129886,0.992564309,0.00224,0.262573099,
454,0.151303495,0.992564309,0.002242857,0.262580079,
455,0.151308131,0.992564309,0.002246667,0.262587059,
456,0.151312766,0.992564309,0.002247619,0.26259404,
457,0.151331311,0.992564309,0.002253333,0.262621966,
458,0.151340585,0.992564309,0.00226,0.262635931,
459,0.151345223,0.992564309,0.002263333,0.262642914,
460,0.151438033,0.992564309,0.002266667,0.262782655,
461,0.15149842,0.992564309,0.002266667,0.262873566,
462,0.151503067,0.992564309,0.002273333,0.262880562,
463,0.151507715,0.992564309,0.002273333,0.262887558,
464,0.151486333,0.992363344,0.00227619,0.262848322,
465,0.151495628,0.992363344,0.00227619,0.262862314,
466,0.151518871,0.992363344,0.00228,0.262897301,
467,0.15152352,0.992363344,0.00228,0.262904299,
468,0.15152817,0.992363344,0.002286667,0.262911298,
469,0.151551423,0.992363344,0.002286667,0.262946298,
470,0.151556074,0.992363344,0.002289524,0.262953299,
471,0.151560726,0.992363344,0.002293333,0.2629603,
472,0.15157003,0.992363344,0.002293333,0.262974304,
473,0.151579335,0.992363344,0.0023,0.26298831,
474,0.151644504,0.992363344,0.0023,0.26308639,
475,0.151667793,0.992363344,0.002306667,0.263121437,
476,0.15167711,0.992363344,0.002313333,0.263135458,
477,0.151681769,0.992363344,0.00232,0.263142469,
478,0.151686429,0.992363344,0.00232,0.26314948,
479,0.151695748,0.992363344,0.002326667,0.263163505,
480,0.151700409,0.992363344,0.002326667,0.263170517,
481,0.151826344,0.992363344,0.002333333,0.26336,
482,0.151863698,0.992363344,0.002333333,0.263416195,
483,0.151873039,0.992363344,0.00234,0.263430248,
484,0.15187771,0.992363344,0.002342857,0.263437275,
485,0.151882382,0.992363344,0.002346667,0.263444302,
486,0.151887054,0.992363344,0.002348889,0.26345133,
487,0.151891726,0.992363344,0.00235,0.263458358,
488,0.151896398,0.992363344,0.002352381,0.263465386,
489,0.151919764,0.992363344,0.002353333,0.263500534,
490,0.151943137,0.992363344,0.00236,0.26353569,
491,0.151963802,0.992162379,0.002366667,0.263559684,
492,0.152010592,0.992162379,0.002366667,0.263630053,
493,0.152029316,0.992162379,0.002373333,0.263658211,
494,0.152033997,0.992162379,0.00237619,0.263665251,
495,0.152038679,0.992162379,0.002385714,0.263672292,
496,0.152043362,0.992162379,0.002386667,0.263679333,
497,0.152048044,0.992162379,0.002386667,0.263686375,
498,0.152052727,0.992162379,0.002390476,0.263693417,
499,0.152062094,0.992162379,0.002393333,0.263707502,
500,0.152071462,0.992162379,0.002393333,0.263721589,
501,0.152188656,0.992162379,0.0024,0.263897798,
502,0.152198039,0.992162379,0.0024,0.263911905,
503,0.152202731,0.992162379,0.002406667,0.263918959,
504,0.152207424,0.992162379,0.002409524,0.263926013,
505,0.152226196,0.992162379,0.002413333,0.263954234,
506,0.15223089,0.992162379,0.002413333,0.263961291,
507,0.152244973,0.992162379,0.00242,0.263982462,
508,0.152249668,0.992162379,0.002425714,0.26398952,
509,0.152259059,0.992162379,0.002426667,0.264003636,
510,0.152263755,0.992162379,0.002426667,0.264010695,
511,0.152334228,0.992162379,0.002433333,0.264116624,
512,0.152338929,0.992162379,0.002435556,0.264123689,
513,0.152362436,0.992162379,0.00244,0.26415902,
514,0.152367138,0.992162379,0.00244,0.264166087,
515,0.15237184,0.992162379,0.002453333,0.264173155,
516,0.152381246,0.992162379,0.002453333,0.264187291,
517,0.15238595,0.992162379,0.00246,0.26419436,
518,0.152390653,0.992162379,0.002462857,0.264201429,
519,0.152425655,0.991961415,0.002466667,0.264246902,
520,0.15247274,0.991961415,0.002466667,0.264317652,
521,0.15247745,0.991961415,0.002468571,0.26432473,
