,precision,recall,thresholds,,
2662,0.176842413,0.97266881,0.00814,0.299273458,
2663,0.176848875,0.97266881,0.00814,0.299282711,
2664,0.176855337,0.97266881,0.008142857,0.299291964,
2665,0.176825258,0.972467846,0.008144444,0.299239379,
2666,0.176831719,0.972467846,0.008146667,0.299248632,
2667,0.176838182,0.972467846,0.008151429,0.299257885,
2668,0.176857571,0.972467846,0.008153333,0.299285648,
2669,0.176864035,0.972467846,0.008153333,0.299294904,
2670,0.1768705,0.972467846,0.00816,0.29930416,
2671,0.176889896,0.972467846,0.008166667,0.299331931,
2672,0.176935171,0.972467846,0.008166667,0.299396752,
2673,0.176941641,0.972467846,0.008169524,0.299406014,
2674,0.176948111,0.972467846,0.008171111,0.299415277,
2675,0.176967525,0.972467846,0.008173333,0.299443069,
2676,0.17698047,0.972467846,0.00818,0.2994616,
2677,0.176986943,0.972467846,0.008182857,0.299470867,
2678,0.176993416,0.972467846,0.008183333,0.299480134,
2679,0.17699989,0.972467846,0.008183333,0.299489401,
2680,0.177006365,0.972467846,0.008185714,0.299498669,
2681,0.177032268,0.972467846,0.008186667,0.299535747,
2682,0.177038744,0.972467846,0.008193333,0.299545018,
2683,0.177071136,0.972467846,0.0082,0.299591382,
2684,0.177077616,0.972467846,0.008204762,0.299600656,
2685,0.177084096,0.972467846,0.008206667,0.299609931,
2686,0.177090576,0.972467846,0.008212381,0.299619207,
2687,0.177110021,0.972467846,0.008213333,0.299647037,
2688,0.177122987,0.972467846,0.008213333,0.299665593,
2689,0.17712947,0.972467846,0.008214286,0.299674872,
2690,0.177135954,0.972467846,0.008215238,0.299684152,
2691,0.177142439,0.972467846,0.008215238,0.299693432,
2692,0.177148924,0.972467846,0.008216667,0.299702713,
2693,0.177155409,0.972467846,0.008217778,0.299711994,
2694,0.177161895,0.972467846,0.00822,0.299721276,
2695,0.177174868,0.972467846,0.00822,0.299739841,
2696,0.177181355,0.972467846,0.00822,0.299749125,
2697,0.177194332,0.972467846,0.008226667,0.299767694,
2698,0.17720082,0.972467846,0.008228571,0.299776979,
2699,0.177207309,0.972467846,0.008232381,0.299786265,
2700,0.177196645,0.972266881,0.008233333,0.299761455,
2701,0.177209626,0.972266881,0.008233333,0.299780029,
2702,0.177216117,0.972266881,0.00824,0.299789317,
2703,0.177242087,0.972266881,0.00824,0.299826475,
2704,0.17724858,0.972266881,0.00824,0.299835766,
2705,0.177255074,0.972266881,0.008246667,0.299845057,
2706,0.177261569,0.972266881,0.008247619,0.299854349,
2707,0.177268064,0.972266881,0.008248571,0.299863642,
2708,0.177281055,0.972266881,0.008253333,0.299882229,
2709,0.177294049,0.972266881,0.008253333,0.299900818,
2710,0.177300546,0.972266881,0.008256667,0.299910114,
2711,0.177307044,0.972266881,0.00826,0.29991941,
2712,0.177313542,0.972266881,0.00826,0.299928706,
2713,0.17733954,0.972266881,0.008266667,0.299965899,
2714,0.177359044,0.972266881,0.008266667,0.299993799,
2715,0.177365546,0.972266881,0.008266667,0.3000031,
2716,0.177372049,0.972266881,0.00827,0.300012402,
2717,0.177378552,0.972266881,0.00828,0.300021705,
2718,0.177391559,0.972266881,0.008286667,0.300040311,
2719,0.177398064,0.972266881,0.008286667,0.300049615,
2720,0.177404569,0.972266881,0.008289524,0.30005892,
2721,0.177411074,0.972266881,0.008290476,0.300068226,
2722,0.177443609,0.972266881,0.008293333,0.300114761,
2723,0.177450117,0.972266881,0.00829619,0.300124069,
2724,0.177489177,0.972266881,0.0083,0.300179934,
2725,0.177508714,0.972266881,0.0083,0.300207874,
2726,0.177541284,0.972266881,0.008306667,0.300254453,
2727,0.1775478,0.972266881,0.008313333,0.30026377,
2728,0.177554316,0.972266881,0.008318095,0.300273088,
2729,0.177560832,0.972266881,0.00832,0.300282407,
2730,0.177580385,0.972266881,0.00832,0.300310366,
2731,0.177586903,0.972266881,0.008324444,0.300319687,
2732,0.177599941,0.972266881,0.008326667,0.300338331,
2733,0.177606461,0.972266881,0.008331746,0.300347653,
2734,0.177626023,0.972266881,0.008333333,0.300375625,
2735,0.177652113,0.972266881,0.008333333,0.300412928,
2736,0.177665161,0.972266881,0.00834,0.300431583,
2737,0.177671686,0.972266881,0.008342222,0.300440912,
2738,0.177678211,0.972266881,0.008342857,0.300450241,
2739,0.177684736,0.972266881,0.008343333,0.30045957,
2740,0.177654534,0.972065916,0.008347619,0.300406794,
2741,0.177661059,0.972065916,0.008351429,0.300416123,
2742,0.177674111,0.972065916,0.00835619,0.300434783,
2743,0.177680638,0.972065916,0.00836,0.300444113,
2744,0.17770022,0.972065916,0.00836,0.300472108,
2745,0.177719807,0.972065916,0.00836,0.300500109,
2746,0.177726337,0.972065916,0.008364762,0.300509443,
2747,0.177732868,0.972065916,0.008366667,0.300518779,
2748,0.17774593,0.972065916,0.008366667,0.300537451,
2749,0.177758995,0.972065916,0.008371111,0.300556125,
2750,0.177765527,0.972065916,0.008373333,0.300565463,
2751,0.177772061,0.972065916,0.008373333,0.300574802,
2752,0.177785129,0.972065916,0.00838,0.300593481,
2753,0.177791664,0.972065916,0.008385714,0.300602821,
2754,0.177804735,0.972065916,0.008386667,0.300621504,
2755,0.177811271,0.972065916,0.008386667,0.300630846,
2756,0.177817808,0.972065916,0.008387619,0.300640189,
2757,0.177824345,0.972065916,0.00839,0.300649532,
2758,0.17783742,0.972065916,0.008393333,0.300668221,
2759,0.177843959,0.972065916,0.00839381,0.300677566,
2760,0.177850498,0.972065916,0.0084,0.300686911,
2761,0.177896285,0.972065916,0.0084,0.300752347,
2762,0.177902828,0.972065916,0.008406667,0.300761697,
2763,0.177929005,0.972065916,0.008406667,0.300799105,
2764,0.177942096,0.972065916,0.008406667,0.300817811,
2765,0.177948642,0.972065916,0.008407619,0.300827166,
2766,0.177974833,0.972065916,0.008413333,0.300864589,
2767,0.177981381,0.972065916,0.008415238,0.300873946,
2768,0.177987931,0.972065916,0.00841619,0.300883304,
2769,0.17799448,0.972065916,0.00841619,0.300892663,
2770,0.178007581,0.972065916,0.00842,0.300911381,
2771,0.178020684,0.972065916,0.00842,0.300930102,
2772,0.178027236,0.972065916,0.008424762,0.300939464,
2773,0.178046895,0.972065916,0.008433333,0.300967551,
2774,0.178060004,0.972065916,0.008433333,0.300986279,
2775,0.178066559,0.972065916,0.008438095,0.300995644,
2776,0.17807967,0.972065916,0.00844,0.301014376,
2777,0.178086227,0.972065916,0.00844,0.301023742,
2778,0.178092784,0.972065916,0.008444444,0.301033109,
2779,0.178099341,0.972065916,0.008446667,0.301042477,
2780,0.178105899,0.972065916,0.008449524,0.301051845,
2781,0.178112457,0.972065916,0.008453333,0.301061214,
2782,0.178132135,0.972065916,0.008453333,0.301089325,
2783,0.178138696,0.972065916,0.008455238,0.301098696,
2784,0.178145256,0.972065916,0.008462857,0.301108068,
2785,0.178151818,0.972065916,0.008466667,0.30111744,
2786,0.178158379,0.972065916,0.008466667,0.301126813,
2787,0.178191195,0.972065916,0.008473333,0.301173687,
2788,0.17819776,0.972065916,0.008475238,0.301183064,
2789,0.178210891,0.972065916,0.00848,0.301201818,
2790,0.178217457,0.972065916,0.008482857,0.301211197,
2791,0.178237158,0.972065916,0.008486667,0.301239335,
2792,0.178250295,0.972065916,0.008493333,0.301258097,
2793,0.178256864,0.972065916,0.008493333,0.301267478,
2794,0.178263433,0.972065916,0.008495238,0.301276861,
2795,0.178270003,0.972065916,0.00849619,0.301286244,
2796,0.178276574,0.972065916,0.0085,0.301295627,
2797,0.178296288,0.972065916,0.0085,0.301323781,
2798,0.178302861,0.972065916,0.008506667,0.301333167,
2799,0.178329155,0.972065916,0.008506667,0.301370717,
2800,0.178348881,0.972065916,0.008506667,0.301398885,
2801,0.178355457,0.972065916,0.00851,0.301408275,
2802,0.178325159,0.971864952,0.00851,0.301355351,
2803,0.178331735,0.971864952,0.008512381,0.301364741,
2804,0.178344889,0.971864952,0.008513333,0.301383522,
2805,0.178321162,0.971663987,0.008513333,0.301339981,
2806,0.178334317,0.971663987,0.00852,0.301358763,
2807,0.178360632,0.971663987,0.00852,0.301396335,
2808,0.178367211,0.971663987,0.008525714,0.301405729,
2809,0.178373792,0.971663987,0.00852619,0.301415124,
2810,0.178380373,0.971663987,0.008526667,0.301424519,
2811,0.178413284,0.971663987,0.008533333,0.301471505,
2812,0.178439622,0.971663987,0.008533333,0.301509105,
2813,0.178446208,0.971663987,0.00853619,0.301518506,
2814,0.178452794,0.971663987,0.008536667,0.301527908,
2815,0.178465968,0.971663987,0.008538095,0.301546713,
2816,0.178472555,0.971663987,0.00854,0.301556117,
2817,0.178479144,0.971663987,0.00854,0.301565521,
2818,0.178485732,0.971663987,0.008546667,0.301574926,
2819,0.178455405,0.971463023,0.008552381,0.301521956,
2820,0.178461993,0.971463023,0.008553333,0.30153136,
2821,0.178468582,0.971463023,0.008556667,0.301540765,
2822,0.178475171,0.971463023,0.00856,0.30155017,
2823,0.178488351,0.971463023,0.00856,0.301568982,
2824,0.178494941,0.971463023,0.008562857,0.301578389,
2825,0.178534495,0.971463023,0.008566667,0.301634843,
2826,0.178547684,0.971463023,0.008566667,0.301653666,
2827,0.178554279,0.971463023,0.008567619,0.301663078,
2828,0.178560875,0.971463023,0.008570476,0.301672491,
2829,0.178567471,0.971463023,0.008573333,0.301681905,
2830,0.178580664,0.971463023,0.008573333,0.301700733,
2831,0.17859386,0.971463023,0.00857619,0.301719564,
2832,0.178600458,0.971463023,0.00858,0.301728981,
2833,0.178607057,0.971463023,0.00858,0.301738398,
2834,0.178613657,0.971463023,0.008583333,0.301747815,
2835,0.178620256,0.971463023,0.008584762,0.301757233,
2836,0.178626857,0.971463023,0.008585714,0.301766652,
2837,0.178633458,0.971463023,0.008586667,0.301776071,
2838,0.178640059,0.971463023,0.008586667,0.301785491,
2839,0.178646661,0.971463023,0.008588889,0.301794912,
2840,0.178653263,0.971463023,0.008593333,0.301804333,
2841,0.178659866,0.971463023,0.008597143,0.301813755,
2842,0.178673073,0.971463023,0.0086,0.3018326,
2843,0.178699494,0.971463023,0.0086,0.301870297,
2844,0.1787061,0.971463023,0.008602857,0.301879723,
2845,0.178719314,0.971463023,0.008606667,0.301898576,
2846,0.178725922,0.971463023,0.008609524,0.301908004,
2847,0.17873253,0.971463023,0.008613333,0.301917432,
2848,0.178739138,0.971463023,0.008619048,0.30192686,
2849,0.178745748,0.971463023,0.00862,0.30193629,
2850,0.178758968,0.971463023,0.00862,0.30195515,
2851,0.178765578,0.971463023,0.008623333,0.301964581,
2852,0.178772189,0.971463023,0.00862381,0.301974013,
2853,0.178741817,0.971262058,0.008626667,0.301920975,
2854,0.178748428,0.971262058,0.00863,0.301930405,
2855,0.178768263,0.971262058,0.008633333,0.301958702,
2856,0.178781489,0.971262058,0.008633333,0.301977569,
2857,0.178788103,0.971262058,0.008633968,0.301987003,
2858,0.178794717,0.971262058,0.008635238,0.301996438,
2859,0.178801332,0.971262058,0.00863619,0.302005874,
2860,0.178807947,0.971262058,0.00864,0.30201531,
2861,0.178834413,0.971262058,0.00864,0.302053061,
2862,0.178847648,0.971262058,0.008646667,0.30207194,
2863,0.178874126,0.971262058,0.008646667,0.302109705,
2864,0.178856974,0.971061093,0.008653333,0.302075519,
2865,0.178863594,0.971061093,0.008653333,0.302084961,
2866,0.178870215,0.971061093,0.008655556,0.302094405,
2867,0.178876837,0.971061093,0.008656667,0.302103848,
2868,0.178890082,0.971061093,0.00866,0.302122737,
2869,0.178923202,0.971061093,0.008666667,0.302169971,
2870,0.178936454,0.971061093,0.008666667,0.302188868,
2871,0.17894308,0.971061093,0.008671429,0.302198318,
2872,0.178956335,0.971061093,0.008673333,0.302217219,
2873,0.178962963,0.971061093,0.008673333,0.30222667,
2874,0.178969591,0.971061093,0.008674286,0.302236122,
2875,0.17897622,0.971061093,0.00867619,0.302245575,
2876,0.17898948,0.971061093,0.00867619,0.302264481,
2877,0.179002741,0.971061093,0.008686667,0.302283391,
2878,0.17902927,0.971061093,0.008686667,0.302321216,
2879,0.179035904,0.971061093,0.008688889,0.302330674,
2880,0.179042537,0.971061093,0.008691111,0.302340133,
2881,0.179049172,0.971061093,0.008693333,0.302349592,
2882,0.179055807,0.971061093,0.008693333,0.302359051,
2883,0.179062442,0.971061093,0.008693333,0.302368512,
2884,0.179075714,0.971061093,0.008693333,0.302387434,
2885,0.179082351,0.971061093,0.008694286,0.302396896,
2886,0.179088989,0.971061093,0.00869619,0.302406359,
2887,0.179135464,0.971061093,0.0087,0.302472613,
2888,0.179148747,0.971061093,0.0087,0.302491549,
2889,0.179155389,0.971061093,0.008706667,0.302501017,
2890,0.179162032,0.971061093,0.008711111,0.302510486,
2891,0.179168675,0.971061093,0.008714286,0.302519956,
2892,0.179175319,0.971061093,0.00871619,0.302529426,
2893,0.179195253,0.971061093,0.00872,0.302557841,
2894,0.179201899,0.971061093,0.008722857,0.302567314,
2895,0.179208545,0.971061093,0.008728571,0.302576787,
2896,0.179215192,0.971061093,0.008730476,0.302586261,
2897,0.179228487,0.971061093,0.008731111,0.30260521,
2898,0.179235135,0.971061093,0.008731429,0.302614686,
2899,0.179255082,0.971061093,0.008733333,0.302643117,
2900,0.179268383,0.971061093,0.008733333,0.302662073,
2901,0.179281686,0.971061093,0.008733333,0.302681032,
2902,0.179288338,0.971061093,0.00873619,0.302690513,
2903,0.179301644,0.971061093,0.00874,0.302709475,
2904,0.179314952,0.971061093,0.00874,0.30272844,
2905,0.179321606,0.971061093,0.008746667,0.302737924,
2906,0.179334917,0.971061093,0.008753333,0.302756892,
2907,0.179341573,0.971061093,0.008753333,0.302766377,
2908,0.17934823,0.971061093,0.00876,0.302775863,
2909,0.179361544,0.971061093,0.00876,0.302794836,
2910,0.179368202,0.971061093,0.008762857,0.302804324,
2911,0.179374861,0.971061093,0.008765714,0.302813812,
2912,0.179394839,0.971061093,0.008766667,0.30284228,
2913,0.179414823,0.971061093,0.008766667,0.302870753,
2914,0.179421485,0.971061093,0.008766667,0.302880246,
2915,0.179428147,0.971061093,0.008773333,0.302889739,
2916,0.17943481,0.971061093,0.00877619,0.302899232,
2917,0.179441474,0.971061093,0.008777143,0.302908726,
2918,0.179448138,0.971061093,0.008778095,0.302918221,
2919,0.179454802,0.971061093,0.00878,0.302927716,
2920,0.179468133,0.971061093,0.00878,0.302946708,
2921,0.179474798,0.971061093,0.008786667,0.302956206,
2922,0.179481465,0.971061093,0.008787143,0.302965703,
2923,0.179488132,0.971061093,0.008792381,0.302975201,
2924,0.179501467,0.971061093,0.008793333,0.3029942,
2925,0.179508136,0.971061093,0.008793333,0.3030037,
2926,0.179514805,0.971061093,0.0088,0.3030132,
2927,0.179568174,0.971061093,0.0088,0.303089227,
2928,0.179574848,0.971061093,0.0088,0.303098733,
2929,0.179581522,0.971061093,0.008802857,0.30310824,
2930,0.179588196,0.971061093,0.008805714,0.303117747,
2931,0.179594871,0.971061093,0.008806667,0.303127254,
2932,0.179601546,0.971061093,0.008807273,0.303136763,
2933,0.179608222,0.971061093,0.008808571,0.303146272,
2934,0.179614899,0.971061093,0.008809524,0.303155781,
2935,0.179621575,0.971061093,0.008813333,0.303165292,
2936,0.179648288,0.971061093,0.00882,0.303203338,
2937,0.179654967,0.971061093,0.008820952,0.303212851,
2938,0.179668328,0.971061093,0.008826667,0.30323188,
2939,0.179675008,0.971061093,0.008826667,0.303241394,
2940,0.17968169,0.971061093,0.008833333,0.30325091,
2941,0.179735158,0.971061093,0.008833333,0.303327056,
2942,0.179741844,0.971061093,0.008834286,0.303336577,
2943,0.179748531,0.971061093,0.008836667,0.303346098,
2944,0.179755217,0.971061093,0.00884,0.30335562,
2945,0.179738076,0.970860129,0.00884,0.303321404,
2946,0.17975814,0.970860129,0.008846667,0.303349973,
2947,0.179771518,0.970860129,0.008853333,0.303369023,
2948,0.179778208,0.970860129,0.008853333,0.303378548,
2949,0.179784898,0.970860129,0.008857143,0.303388074,
2950,0.179791589,0.970860129,0.008859048,0.303397601,
2951,0.179804972,0.970860129,0.00886,0.303416656,
2952,0.179811665,0.970860129,0.00886,0.303426185,
2953,0.179825051,0.970860129,0.008866667,0.303445244,
2954,0.179858526,0.970860129,0.008866667,0.303492901,
2955,0.179878616,0.970860129,0.008866667,0.303521503,
2956,0.179885314,0.970860129,0.008869524,0.303531038,
2957,0.179898712,0.970860129,0.008873333,0.30355011,
2958,0.179905411,0.970860129,0.00887619,0.303559647,
2959,0.179912111,0.970860129,0.008878095,0.303569184,
2960,0.179918811,0.970860129,0.008882857,0.303578722,
2961,0.179925512,0.970860129,0.008882857,0.303588261,
2962,0.179932213,0.970860129,0.008885714,0.3035978,
2963,0.179959024,0.970860129,0.008886667,0.303635964,
2964,0.179972432,0.970860129,0.008886667,0.303655049,
2965,0.179985843,0.970860129,0.008893333,0.303674136,
2966,0.179992548,0.970860129,0.008897143,0.303683681,
2967,0.180005962,0.970860129,0.0089,0.303702772,
2968,0.180032794,0.970860129,0.0089,0.303740962,
2969,0.180039504,0.970860129,0.0089,0.303750511,
2970,0.180052924,0.970860129,0.008906667,0.30376961,
2971,0.180059635,0.970860129,0.008913333,0.303779161,
2972,0.180066346,0.970860129,0.008913333,0.303788712,
2973,0.180073058,0.970860129,0.00891619,0.303798264,
2974,0.18007977,0.970860129,0.008917778,0.303807817,
2975,0.180093197,0.970860129,0.00892,0.303826924,
2976,0.180099911,0.970860129,0.008920952,0.303836478,
2977,0.180106625,0.970860129,0.008922857,0.303846033,
2978,0.18011334,0.970860129,0.008923333,0.303855588,
2979,0.180120055,0.970860129,0.008933333,0.303865145,
2980,0.180167077,0.970860129,0.008933333,0.303932054,
2981,0.180187237,0.970860129,0.008933333,0.303960739,
2982,0.180200679,0.970860129,0.00894,0.303979865,
2983,0.180207401,0.970860129,0.00894,0.303989429,
2984,0.180214123,0.970860129,0.008945714,0.303998993,
2985,0.180220846,0.970860129,0.008946667,0.304008558,
2986,0.180227569,0.970860129,0.008950952,0.304018124,
2987,0.180241018,0.970860129,0.008953333,0.304037257,
2988,0.180247743,0.970860129,0.008955556,0.304046825,
2989,0.180254468,0.970860129,0.008957143,0.304056393,
2990,0.180261194,0.970860129,0.00896,0.304065962,
2991,0.18026792,0.970860129,0.008962857,0.304075531,
2992,0.180274647,0.970860129,0.008965714,0.304085101,
2993,0.18030156,0.970860129,0.008966667,0.304123387,
2994,0.18032175,0.970860129,0.008966667,0.304152108,
2995,0.180341944,0.970860129,0.008973333,0.304180834,
2996,0.180348677,0.970860129,0.00897619,0.30419041,
2997,0.18035541,0.970860129,0.00897619,0.304199987,
2998,0.180362143,0.970860129,0.008981905,0.304209565,
2999,0.180368877,0.970860129,0.008984444,0.304219144,
3000,0.180382346,0.970860129,0.008986667,0.304238302,
3001,0.180395818,0.970860129,0.008986667,0.304257463,
3002,0.180409291,0.970860129,0.008993333,0.304276627,
3003,0.180416029,0.970860129,0.008993333,0.304286209,
3004,0.180422767,0.970860129,0.00899619,0.304295792,
3005,0.180463205,0.970860129,0.009,0.304353304,
3006,0.180476689,0.970860129,0.009,0.30437248,
3007,0.180483431,0.970860129,0.009006667,0.304382068,
3008,0.180490174,0.970860129,0.009009524,0.304391658,
3009,0.180503662,0.970860129,0.00902,0.304410838,
3010,0.180517151,0.970860129,0.00902,0.304430021,
3011,0.180523897,0.970860129,0.00902,0.304439613,
3012,0.180530643,0.970860129,0.009022222,0.304449206,
3013,0.180537389,0.970860129,0.009022857,0.304458799,
3014,0.18056438,0.970860129,0.009026667,0.304497179,
3015,0.18057113,0.970860129,0.009033333,0.304506776,
3016,0.180598131,0.970860129,0.009033333,0.304545168,
3017,0.180611635,0.970860129,0.009033333,0.304564368,
3018,0.180631894,0.970860129,0.00904,0.304593172,
3019,0.180638648,0.970860129,0.009046667,0.304602774,
3020,0.180645403,0.970860129,0.009053333,0.304612377,
3021,0.180658913,0.970860129,0.009059048,0.304631586,
3022,0.180665669,0.970860129,0.00906,0.304641191,
3023,0.180685941,0.970860129,0.009066667,0.304670009,
3024,0.180692699,0.970860129,0.009066667,0.304679617,
3025,0.180706217,0.970860129,0.009066667,0.304698833,
3026,0.180712976,0.970860129,0.009070794,0.304708442,
3027,0.180719737,0.970860129,0.009073333,0.304718052,
3028,0.18074002,0.970860129,0.009073333,0.304746885,
3029,0.180746782,0.970860129,0.00907619,0.304756498,
3030,0.180760308,0.970860129,0.00908,0.304775724,
3031,0.180800898,0.970860129,0.00908,0.304833417,
3032,0.180807665,0.970860129,0.009085714,0.304843035,
3033,0.180827968,0.970860129,0.009086667,0.304871892,
3034,0.180834737,0.970860129,0.009086667,0.304881512,
3035,0.180804073,0.970659164,0.009089524,0.304828021,
3036,0.180810841,0.970659164,0.009091429,0.304837641,
3037,0.180824379,0.970659164,0.009093333,0.304856881,
3038,0.180800479,0.970458199,0.009093333,0.304813003,
3039,0.180807249,0.970458199,0.009095238,0.304822623,
3040,0.180814019,0.970458199,0.009095238,0.304832244,
3041,0.18085465,0.970458199,0.0091,0.304889983,
3042,0.180861423,0.970458199,0.0091,0.304899609,
3043,0.180868197,0.970458199,0.009102857,0.304909234,
3044,0.180874972,0.970458199,0.00911,0.304918861,
3045,0.180888523,0.970458199,0.009113333,0.304938116,
3046,0.180922408,0.970458199,0.00912,0.304986263,
3047,0.180929187,0.970458199,0.009121905,0.304995895,
3048,0.180935966,0.970458199,0.00912381,0.305005527,
3049,0.180942746,0.970458199,0.009126667,0.305015159,
3050,0.180956307,0.970458199,0.009126667,0.305034426,
3051,0.180963088,0.970458199,0.009128571,0.305044061,
3052,0.18096987,0.970458199,0.009129524,0.305053696,
3053,0.180983435,0.970458199,0.009131429,0.305072967,
3054,0.180990218,0.970458199,0.009133333,0.305082604,
3055,0.181024142,0.970458199,0.009133333,0.305130797,
3056,0.181030928,0.970458199,0.009135556,0.305140438,
3057,0.181037715,0.970458199,0.00913619,0.305150079,
3058,0.181044502,0.970458199,0.009136667,0.305159721,
3059,0.18105129,0.970458199,0.00914,0.305169363,
3060,0.181078446,0.970458199,0.00914,0.305207938,
3061,0.181085236,0.970458199,0.009146667,0.305217584,
3062,0.181105611,0.970458199,0.009153333,0.305246523,
3063,0.181112403,0.970458199,0.009153333,0.305256171,
3064,0.181125989,0.970458199,0.00916,0.305275469,
3065,0.181139578,0.970458199,0.00916,0.305294768,
3066,0.181159964,0.970458199,0.009166667,0.305323723,
3067,0.181193951,0.970458199,0.009166667,0.305371992,
3068,0.18120075,0.970458199,0.009173016,0.305381648,
3069,0.18120755,0.970458199,0.009173333,0.305391304,
3070,0.18121435,0.970458199,0.009173333,0.305400961,
3071,0.181227952,0.970458199,0.009173333,0.305420277,
3072,0.181234753,0.970458199,0.009175556,0.305429936,
3073,0.181241555,0.970458199,0.009177778,0.305439595,
3074,0.181248358,0.970458199,0.009178571,0.305449255,
3075,0.181261965,0.970458199,0.009179048,0.305468577,
3076,0.181268769,0.970458199,0.00918,0.305478239,
3077,0.181275573,0.970458199,0.009180317,0.305487901,
3078,0.181282379,0.970458199,0.009180952,0.305497564,
3079,0.181289184,0.970458199,0.009183333,0.305507228,
3080,0.18129599,0.970458199,0.009186667,0.305516892,
3081,0.181302797,0.970458199,0.009190476,0.305526557,
3082,0.181309604,0.970458199,0.009192381,0.305536223,
3083,0.181316412,0.970458199,0.009193333,0.305545889,
3084,0.18132322,0.970458199,0.0092,0.305555556,
3085,0.181343648,0.970458199,0.0092,0.305584559,
3086,0.181350458,0.970458199,0.0092,0.305594229,
3087,0.181357269,0.970458199,0.009209524,0.305603898,
3088,0.181384517,0.970458199,0.009213333,0.305642584,
3089,0.18139133,0.970458199,0.009213333,0.305652256,
3090,0.181398144,0.970458199,0.009215238,0.30566193,
3091,0.181404959,0.970458199,0.00921619,0.305671604,
3092,0.181411774,0.970458199,0.009216667,0.305681279,
3093,0.181425405,0.970458199,0.00922,0.30570063,
3094,0.181445856,0.970458199,0.00922,0.305729661,
3095,0.181452674,0.970458199,0.009221905,0.30573934,
3096,0.181459492,0.970458199,0.009221905,0.305749019,
3097,0.181466311,0.970458199,0.00922381,0.305758698,
3098,0.18147313,0.970458199,0.009226667,0.305768378,
3099,0.18147995,0.970458199,0.009226667,0.305778059,
3100,0.181486771,0.970458199,0.009229524,0.305787741,
3101,0.181493592,0.970458199,0.009233333,0.305797423,
3102,0.181520881,0.970458199,0.009233333,0.305836157,
3103,0.181534529,0.970458199,0.009233333,0.305855528,
3104,0.181541353,0.970458199,0.00923619,0.305865214,
3105,0.181568657,0.970458199,0.00924,0.305903966,
3106,0.181575484,0.970458199,0.009245714,0.305913655,
3107,0.181582312,0.970458199,0.009248571,0.305923345,
3108,0.18158914,0.970458199,0.009249524,0.305933036,
3109,0.181595969,0.970458199,0.00925,0.305942727,
3110,0.181602798,0.970458199,0.009253333,0.305952419,
3111,0.181623289,0.970458199,0.009253333,0.305981498,
3112,0.18163012,0.970458199,0.009255238,0.305991192,
3113,0.181636952,0.970458199,0.00926,0.306000887,
3114,0.181643784,0.970458199,0.009260952,0.306010583,
3115,0.181671118,0.970458199,0.009266667,0.306049371,
3116,0.181684789,0.970458199,0.009271429,0.306068769,
3117,0.181691625,0.970458199,0.009271905,0.306078469,
3118,0.181698461,0.970458199,0.009273333,0.306088169,
3119,0.181718973,0.970458199,0.009273333,0.306117274,
3120,0.181725812,0.970458199,0.00927619,0.306126977,
3121,0.18173949,0.970458199,0.00928,0.306146385,
3122,0.181753171,0.970458199,0.00928,0.306165795,
3123,0.181760012,0.970458199,0.009280952,0.306175501,
3124,0.181766854,0.970458199,0.009283333,0.306185207,
3125,0.181773696,0.970458199,0.009286667,0.306194915,
3126,0.181780538,0.970458199,0.009286667,0.306204623,
3127,0.181787381,0.970458199,0.009288889,0.306214331,
3128,0.181794225,0.970458199,0.00929,0.30622404,
3129,0.181801069,0.970458199,0.009293333,0.30623375,
3130,0.181828451,0.970458199,0.009293333,0.306272595,
3131,0.181835298,0.970458199,0.009293333,0.306282307,
3132,0.181842145,0.970458199,0.00929381,0.306292021,
3133,0.181848993,0.970458199,0.009295556,0.306301735,
3134,0.181855841,0.970458199,0.009297143,0.306311449,
3135,0.18189009,0.970458199,0.0093,0.306360032,
3136,0.181896941,0.970458199,0.0093,0.30636975,
3137,0.181903793,0.970458199,0.009306667,0.306379469,
3138,0.18193806,0.970458199,0.009306667,0.306428073,
3139,0.181944915,0.970458199,0.009306667,0.306437795,
3140,0.181951771,0.970458199,0.009306667,0.306447519,
3141,0.181958627,0.970458199,0.009312381,0.306457243,
3142,0.181972341,0.970458199,0.009313333,0.306476692,
3143,0.181986056,0.970458199,0.00932,0.306496144,
3144,0.181992915,0.970458199,0.009321905,0.306505871,
3145,0.181999774,0.970458199,0.009326667,0.306515599,
3146,0.182006633,0.970458199,0.009328571,0.306525327,
3147,0.182013494,0.970458199,0.009329524,0.306535056,
3148,0.181996381,0.970257235,0.009333333,0.306500762,
3149,0.182010103,0.970257235,0.009333333,0.306520221,
3150,0.182016965,0.970257235,0.00933619,0.306529951,
3151,0.182023827,0.970257235,0.00934,0.306539683,
3152,0.18203069,0.970257235,0.00934,0.306549414,
3153,0.182037554,0.970257235,0.009346667,0.306559147,
3154,0.182044418,0.970257235,0.009353333,0.30656888,
3155,0.182065012,0.970257235,0.009353333,0.306598082,
3156,0.182071878,0.970257235,0.00936,0.306607818,
3157,0.182099347,0.970257235,0.00936,0.306646766,
3158,0.182140567,0.970257235,0.009366667,0.306705206,
3159,0.182168056,0.970257235,0.009366667,0.306744179,
3160,0.18217493,0.970257235,0.009373333,0.306753923,
3161,0.182181804,0.970257235,0.009373333,0.306763669,
3162,0.182188679,0.970257235,0.009375238,0.306773415,
3163,0.182195555,0.970257235,0.00938,0.306783161,
3164,0.18220243,0.970257235,0.009381905,0.306792908,
